rank,eligible,parameter_json,market_return20_min,residual_z_max,spacing_atr_multiplier,lower_level_enabled,stop_steps,maximum_horizon,executed_campaigns,total_pnl_vnd,median_pnl_vnd,profit_factor,double_cost_pnl_vnd,best_removed_pnl_vnd,positive_halfyear_fraction,worst_return,p10_return,campaign_return_sharpe,robust_score
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.0,""maximum_horizon"":20,""residual_z_max"":-0.75,""spacing_atr_multiplier"":1.25,""stop_steps"":3}",0.0,-0.75,1.25,False,3,20,27,-795566,-37980,0.6194793206200705,-1336327,-1075250,0.25,-0.11500030591990114,-0.07837410053636179,-2.300728243859597,-2.377821921953638
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.0,""maximum_horizon"":10,""residual_z_max"":-0.75,""spacing_atr_multiplier"":1.25,""stop_steps"":2}",0.0,-0.75,1.25,True,2,10,29,-2253405,-106321,0.3020488756736666,-2886889,-2533089,0.25,-0.09042168459115582,-0.06834025964293905,-3.3162230899779126,-3.378518997184225
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.0,""maximum_horizon"":15,""residual_z_max"":-0.75,""spacing_atr_multiplier"":1.25,""stop_steps"":2}",0.0,-0.75,1.25,True,2,15,28,-1767069,-75426.5,0.3878402169462214,-2354426,-2046753,0.25,-0.09042168459115582,-0.06957606064586558,-2.989235964520479,-3.051840821977523
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.0,""maximum_horizon"":20,""residual_z_max"":-0.75,""spacing_atr_multiplier"":1.25,""stop_steps"":2}",0.0,-0.75,1.25,True,2,20,28,-1737144,-75426.5,0.39190300379215237,-2324576,-2016828,0.25,-0.09042168459115582,-0.06957606064586558,-2.969938828156169,-3.032543685613213
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.0,""maximum_horizon"":10,""residual_z_max"":-0.75,""spacing_atr_multiplier"":1.25,""stop_steps"":3}",0.0,-0.75,1.25,True,3,10,29,-1775861,-80604,0.3956305706905529,-2451691,-2055545,0.25,-0.11359979655068299,-0.07060490721247654,-2.6510854491954152,-2.725536574273876
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.0,""maximum_horizon"":15,""residual_z_max"":-0.75,""spacing_atr_multiplier"":1.25,""stop_steps"":3}",0.0,-0.75,1.25,True,3,15,27,-1287213,-67905,0.5032742969426518,-1909405,-1566897,0.25,-0.11359979655068299,-0.06887203815999401,-2.385142142815976,-2.459160050631316
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.0,""maximum_horizon"":20,""residual_z_max"":-0.75,""spacing_atr_multiplier"":1.25,""stop_steps"":3}",0.0,-0.75,1.25,True,3,20,27,-1292201,-37980,0.5023074398856255,-1914381,-1571885,0.25,-0.11359979655068299,-0.07837410053636179,-2.4025349557763813,-2.478928379185813
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.0,""maximum_horizon"":10,""residual_z_max"":-1.0,""spacing_atr_multiplier"":0.75,""stop_steps"":2}",0.0,-1.0,0.75,False,2,10,21,-272673,20207,0.7197346106011862,-645670,-492507,0.5,-0.050433748269971566,-0.038141102548506445,-0.7700534018289549,-0.8048055516010673
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.0,""maximum_horizon"":15,""residual_z_max"":-1.0,""spacing_atr_multiplier"":0.75,""stop_steps"":2}",0.0,-1.0,0.75,False,2,15,21,-272673,20207,0.7197346106011862,-645670,-492507,0.5,-0.050433748269971566,-0.038141102548506445,-0.7700534018289549,-0.8048055516010673
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.0,""maximum_horizon"":20,""residual_z_max"":-1.0,""spacing_atr_multiplier"":0.75,""stop_steps"":2}",0.0,-1.0,0.75,False,2,20,21,-272673,20207,0.7197346106011862,-645670,-492507,0.5,-0.050433748269971566,-0.038141102548506445,-0.7700534018289549,-0.8048055516010673
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.0,""maximum_horizon"":10,""residual_z_max"":-1.0,""spacing_atr_multiplier"":0.75,""stop_steps"":3}",0.0,-1.0,0.75,False,3,10,21,-367535,20207,0.6557926223950431,-739996,-587369,0.5,-0.07317336354001812,-0.05526821966836922,-1.052458643332075,-1.1028623800191766
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.0,""maximum_horizon"":15,""residual_z_max"":-1.0,""spacing_atr_multiplier"":0.75,""stop_steps"":3}",0.0,-1.0,0.75,False,3,15,21,-367535,20207,0.6557926223950431,-739996,-587369,0.5,-0.07317336354001812,-0.05526821966836922,-1.052458643332075,-1.1028623800191766
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.0,""maximum_horizon"":20,""residual_z_max"":-1.0,""spacing_atr_multiplier"":0.75,""stop_steps"":3}",0.0,-1.0,0.75,False,3,20,21,-367535,20207,0.6557926223950431,-739996,-587369,0.5,-0.07317336354001812,-0.05526821966836922,-1.052458643332075,-1.1028623800191766
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.0,""maximum_horizon"":10,""residual_z_max"":-1.0,""spacing_atr_multiplier"":0.75,""stop_steps"":2}",0.0,-1.0,0.75,True,2,10,21,-387130,20207,0.6439748493378961,-769582,-606964,0.5,-0.05441570956726478,-0.038141102548506445,-0.7928931050131202,-0.8296362354338792
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.0,""maximum_horizon"":15,""residual_z_max"":-1.0,""spacing_atr_multiplier"":0.75,""stop_steps"":2}",0.0,-1.0,0.75,True,2,15,21,-387130,20207,0.6439748493378961,-769582,-606964,0.5,-0.05441570956726478,-0.038141102548506445,-0.7928931050131202,-0.8296362354338792
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.0,""maximum_horizon"":20,""residual_z_max"":-1.0,""spacing_atr_multiplier"":0.75,""stop_steps"":2}",0.0,-1.0,0.75,True,2,20,21,-387130,20207,0.6439748493378961,-769582,-606964,0.5,-0.05441570956726478,-0.038141102548506445,-0.7928931050131202,-0.8296362354338792
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.0,""maximum_horizon"":10,""residual_z_max"":-1.0,""spacing_atr_multiplier"":0.75,""stop_steps"":3}",0.0,-1.0,0.75,True,3,10,21,-606856,20207,0.5357208706649029,-1003532,-826690,0.5,-0.06582894512686599,-0.04966603619375115,-0.9860519030000426,-1.0313828846119135
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.0,""maximum_horizon"":15,""residual_z_max"":-1.0,""spacing_atr_multiplier"":0.75,""stop_steps"":3}",0.0,-1.0,0.75,True,3,15,21,-606856,20207,0.5357208706649029,-1003532,-826690,0.5,-0.06582894512686599,-0.04966603619375115,-0.9860519030000426,-1.0313828846119135
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.0,""maximum_horizon"":20,""residual_z_max"":-1.0,""spacing_atr_multiplier"":0.75,""stop_steps"":3}",0.0,-1.0,0.75,True,3,20,21,-606856,20207,0.5357208706649029,-1003532,-826690,0.5,-0.06582894512686599,-0.04966603619375115,-0.9860519030000426,-1.0313828846119135
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.0,""maximum_horizon"":10,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.0,""stop_steps"":2}",0.0,-1.0,1.0,False,2,10,21,-616612,976,0.5558014472551499,-988446,-896296,0.5,-0.06734413969768376,-0.05167600787691242,-1.550785067523472,-1.597376139341542
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.0,""maximum_horizon"":15,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.0,""stop_steps"":2}",0.0,-1.0,1.0,False,2,15,21,-616612,976,0.5558014472551499,-988446,-896296,0.5,-0.06734413969768376,-0.05167600787691242,-1.550785067523472,-1.597376139341542
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.0,""maximum_horizon"":20,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.0,""stop_steps"":2}",0.0,-1.0,1.0,False,2,20,21,-616612,976,0.5558014472551499,-988446,-896296,0.5,-0.06734413969768376,-0.05167600787691242,-1.550785067523472,-1.597376139341542
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.0,""maximum_horizon"":10,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.0,""stop_steps"":3}",0.0,-1.0,1.0,False,3,10,21,-432275,2676,0.6543978675842749,-804670,-711959,0.5,-0.09591348540696956,-0.07046516255223083,-1.28329940438366,-1.3488724377252026
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.0,""maximum_horizon"":15,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.0,""stop_steps"":3}",0.0,-1.0,1.0,False,3,15,20,-429963,13085.0,0.6548699630759351,-794847,-709647,0.5,-0.09591348540696956,-0.06774222565601583,-1.2863676481188135,-1.3512599472363023
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.0,""maximum_horizon"":20,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.0,""stop_steps"":3}",0.0,-1.0,1.0,False,3,20,20,-464876,13085.0,0.6370178174188909,-829673,-744560,0.5,-0.09591348540696956,-0.07311144160897556,-1.3446995943374709,-1.4109341974431997
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.0,""maximum_horizon"":10,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.0,""stop_steps"":2}",0.0,-1.0,1.0,True,2,10,21,-835983,976,0.4799535432306739,-1232082,-1115667,0.5,-0.06734413969768376,-0.04884555074842068,-1.5059232363776396,-1.5518066939135868
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.0,""maximum_horizon"":15,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.0,""stop_steps"":2}",0.0,-1.0,1.0,True,2,15,21,-835983,976,0.4799535432306739,-1232082,-1115667,0.5,-0.06734413969768376,-0.04884555074842068,-1.5059232363776396,-1.5518066939135868
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.0,""maximum_horizon"":20,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.0,""stop_steps"":2}",0.0,-1.0,1.0,True,2,20,21,-835983,976,0.4799535432306739,-1232082,-1115667,0.5,-0.06734413969768376,-0.04884555074842068,-1.5059232363776396,-1.5518066939135868
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.0,""maximum_horizon"":10,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.0,""stop_steps"":3}",0.0,-1.0,1.0,True,3,10,21,-689294,2676,0.5494836958475408,-1103499,-968978,0.5,-0.09246025187584703,-0.07046516255223083,-1.2650007628824895,-1.3288471794584706
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.0,""maximum_horizon"":15,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.0,""stop_steps"":3}",0.0,-1.0,1.0,True,3,15,20,-686982,13085.0,0.5495262032457258,-1093676,-966666,0.5,-0.09246025187584703,-0.06774222565601583,-1.2681870078201947,-1.331352690172122
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.0,""maximum_horizon"":20,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.0,""stop_steps"":3}",0.0,-1.0,1.0,True,3,20,20,-721895,13085.0,0.537227216023242,-1128502,-1001579,0.5,-0.09246025187584703,-0.07311144160897556,-1.3267269924100158,-1.3912349787501832
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.0,""maximum_horizon"":10,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.25,""stop_steps"":2}",0.0,-1.0,1.25,False,2,10,21,-811222,-24742,0.47436326914890237,-1182470,-1090906,0.25,-0.07982697970334014,-0.05954999894833491,-1.5854173415790709,-1.6402183311678247
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.0,""maximum_horizon"":15,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.25,""stop_steps"":2}",0.0,-1.0,1.25,False,2,15,21,-811222,-24742,0.47436326914890237,-1182470,-1090906,0.25,-0.07982697970334014,-0.05954999894833491,-1.5854173415790709,-1.6402183311678247
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.0,""maximum_horizon"":20,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.25,""stop_steps"":2}",0.0,-1.0,1.25,False,2,20,21,-811222,-24742,0.47436326914890237,-1182470,-1090906,0.25,-0.07982697970334014,-0.05954999894833491,-1.5854173415790709,-1.6402183311678247
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.0,""maximum_horizon"":10,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.25,""stop_steps"":3}",0.0,-1.0,1.25,False,3,10,21,-242947,2676,0.7893522512578761,-615918,-522631,0.25,-0.11359979655068299,-0.05167600787691242,-0.8004490371513462,-0.8701679373959158
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.0,""maximum_horizon"":15,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.25,""stop_steps"":3}",0.0,-1.0,1.25,False,3,15,20,-240635,18072.5,0.7904506050011103,-606095,-520319,0.25,-0.11359979655068299,-0.05324282105898955,-0.7983278655313661,-0.868438469071455
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.0,""maximum_horizon"":20,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.25,""stop_steps"":3}",0.0,-1.0,1.25,False,3,20,20,-275548,18072.5,0.7671277101021079,-640921,-555232,0.25,-0.11359979655068299,-0.05542734934529272,-0.8780094020278971,-0.9486661376395618
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.0,""maximum_horizon"":10,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.25,""stop_steps"":2}",0.0,-1.0,1.25,True,2,10,21,-916136,-24742,0.4441687947109227,-1302194,-1195820,0.25,-0.07982697970334014,-0.05954999894833491,-1.5518791074547655,-1.6066800970435193
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.0,""maximum_horizon"":15,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.25,""stop_steps"":2}",0.0,-1.0,1.25,True,2,15,21,-916136,-24742,0.4441687947109227,-1302194,-1195820,0.25,-0.07982697970334014,-0.05954999894833491,-1.5518791074547655,-1.6066800970435193
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.0,""maximum_horizon"":20,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.25,""stop_steps"":2}",0.0,-1.0,1.25,True,2,20,21,-916136,-24742,0.4441687947109227,-1302194,-1195820,0.25,-0.07982697970334014,-0.05954999894833491,-1.5518791074547655,-1.6066800970435193
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.0,""maximum_horizon"":10,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.25,""stop_steps"":3}",0.0,-1.0,1.25,True,3,10,21,-338842,2676,0.7307031131407427,-767496,-618526,0.25,-0.11359979655068299,-0.043164691604890316,-0.8879128465969386,-0.9555039177735026
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.0,""maximum_horizon"":15,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.25,""stop_steps"":3}",0.0,-1.0,1.25,True,3,15,20,-336530,18072.5,0.7314760955237505,-757673,-616214,0.25,-0.11359979655068299,-0.04558263641416965,-0.8866902669659141,-0.9548858243447981
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.0,""maximum_horizon"":20,""residual_z_max"":-1.0,""spacing_atr_multiplier"":1.25,""stop_steps"":3}",0.0,-1.0,1.25,True,3,20,20,-371443,18072.5,0.7116510838614719,-792499,-651127,0.25,-0.11359979655068299,-0.04776716470047282,-0.9630433483802318,-1.0317850378306916
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-0.5,""spacing_atr_multiplier"":0.75,""stop_steps"":2}",0.02,-0.5,0.75,False,2,10,39,-852546,20506,0.6282366197477901,-1660628,-1072380,0.5,-0.05997233681680814,-0.04675431587235086,-2.1113469379756253,-2.153021685352117
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-0.5,""spacing_atr_multiplier"":0.75,""stop_steps"":2}",0.02,-0.5,0.75,False,2,15,38,-873052,22149.5,0.619294721157624,-1671642,-1092886,0.5,-0.05997233681680814,-0.04721424492205345,-2.186144678763137,-2.2279344084020543
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-0.5,""spacing_atr_multiplier"":0.75,""stop_steps"":2}",0.02,-0.5,0.75,False,2,20,37,-960471,20186,0.5811745693555301,-1716490,-1180305,0.5,-0.05997233681680814,-0.04767417397175604,-2.2589374011458627,-2.300842113047206
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-0.5,""spacing_atr_multiplier"":0.75,""stop_steps"":3}",0.02,-0.5,0.75,False,3,10,39,-708248,28061,0.681236441539971,-1516534,-928082,0.5,-0.07998250739975105,-0.05839520482838501,-1.880064504558923,-1.9346545594658948
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-0.5,""spacing_atr_multiplier"":0.75,""stop_steps"":3}",0.02,-0.5,0.75,False,3,15,38,-613539,29464.5,0.708760137564706,-1377321,-833373,0.5,-0.07998250739975105,-0.05982058637424711,-2.0136111463115807,-2.068557546605018
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-0.5,""spacing_atr_multiplier"":0.75,""stop_steps"":3}",0.02,-0.5,0.75,False,3,20,37,-671033,28061,0.6768784429292346,-1392319,-890867,0.5,-0.07998250739975105,-0.05992813538088504,-2.057313890000152,-2.1122871775452485
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-0.5,""spacing_atr_multiplier"":0.75,""stop_steps"":2}",0.02,-0.5,0.75,True,2,10,39,-1680427,20506,0.4615966012309644,-2601470,-1900261,0.25,-0.05997233681680814,-0.05364856764708342,-2.03974247594153,-2.0831407862617053
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-0.5,""spacing_atr_multiplier"":0.75,""stop_steps"":2}",0.02,-0.5,0.75,True,2,15,38,-1700933,22149.5,0.45502654487317096,-2612484,-1920767,0.25,-0.05997233681680814,-0.05374446038710609,-2.1131458473010434,-2.156568130806224
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-0.5,""spacing_atr_multiplier"":0.75,""stop_steps"":2}",0.02,-0.5,0.75,True,2,20,37,-1788352,20186,0.4270177788172873,-2657332,-2008186,0.25,-0.05997233681680814,-0.05384035312712876,-2.1844835854295606,-2.227929842119747
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-0.5,""spacing_atr_multiplier"":0.75,""stop_steps"":3}",0.02,-0.5,0.75,True,3,10,38,-1701834,27490.5,0.4644637680064875,-2638282,-1921668,0.25,-0.09042168459115582,-0.058017945329094836,-2.007738324619259,-2.06745365324711
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-0.5,""spacing_atr_multiplier"":0.75,""stop_steps"":3}",0.02,-0.5,0.75,True,3,15,37,-1592163,30868,0.47757442161727975,-2484243,-1811997,0.25,-0.09042168459115582,-0.05988500483003814,-2.139469655210986,-2.199651748714073
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-0.5,""spacing_atr_multiplier"":0.75,""stop_steps"":3}",0.02,-0.5,0.75,True,3,20,36,-1649657,27490.5,0.45592254156131906,-2499241,-1869491,0.25,-0.09042168459115582,-0.05998177119896436,-2.1930417026586717,-2.2532479877539906
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-0.5,""spacing_atr_multiplier"":1.0,""stop_steps"":2}",0.02,-0.5,1.0,False,2,10,39,-668250,25073,0.7308030227406488,-1477131,-947934,0.5,-0.06997742210827959,-0.057806517611203624,-1.8498178417894924,-1.8992581822464332
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-0.5,""spacing_atr_multiplier"":1.0,""stop_steps"":2}",0.02,-0.5,1.0,False,2,15,38,-389103,27970.5,0.8217356246535302,-1154042,-668787,0.5,-0.06997742210827959,-0.058017945329094836,-1.8936777331950045,-1.943170930581418
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-0.5,""spacing_atr_multiplier"":1.0,""stop_steps"":2}",0.02,-0.5,1.0,False,2,20,37,-446597,25073,0.7925511135472093,-1169040,-726281,0.5,-0.06997742210827959,-0.05822937304698604,-1.9352715102281801,-1.9848175645440664
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-0.5,""spacing_atr_multiplier"":1.0,""stop_steps"":3}",0.02,-0.5,1.0,False,3,10,39,-628550,30868,0.7475361123172092,-1437432,-908234,0.5,-0.1024936985515445,-0.07060490721247654,-1.7956966689022653,-1.8645947449811566
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-0.5,""spacing_atr_multiplier"":1.0,""stop_steps"":3}",0.02,-0.5,1.0,False,3,15,37,-622811,30868,0.740967287923832,-1376263,-902495,0.5,-0.1024936985515445,-0.07122833122447743,-2.082438034877025,-2.1514919669589165
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-0.5,""spacing_atr_multiplier"":1.0,""stop_steps"":3}",0.02,-0.5,1.0,False,3,20,36,-715218,27970.5,0.7031502141647574,-1426087,-994902,0.5,-0.1024936985515445,-0.07580808723323447,-2.1590996178159303,-2.229298488900011
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-0.5,""spacing_atr_multiplier"":1.0,""stop_steps"":2}",0.02,-0.5,1.0,True,2,10,38,-1582247,22789.5,0.5256476057937507,-2449717,-1861931,0.25,-0.08539388932600325,-0.0594530706242676,-2.0706666680496575,-2.1282268803687256
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-0.5,""spacing_atr_multiplier"":1.0,""stop_steps"":2}",0.02,-0.5,1.0,True,2,15,37,-1303100,25073,0.5707755849010241,-2126628,-1582784,0.25,-0.08539388932600325,-0.05945948044284842,-2.114987653751409,-2.1725494685251228
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-0.5,""spacing_atr_multiplier"":1.0,""stop_steps"":2}",0.02,-0.5,1.0,True,2,20,36,-1360594,-2938.0,0.5473763280035768,-2141626,-1640278,0.25,-0.08539388932600325,-0.05946589026142923,-2.158994514864833,-2.2165579320931914
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-0.5,""spacing_atr_multiplier"":1.0,""stop_steps"":3}",0.02,-0.5,1.0,True,3,10,38,-1580195,27970.5,0.5356088239892509,-2465211,-1859879,0.25,-0.1017340979278427,-0.06878659443035742,-1.9559952454668612,-2.0240589430383715
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-0.5,""spacing_atr_multiplier"":1.0,""stop_steps"":3}",0.02,-0.5,1.0,True,3,15,36,-1574456,27970.5,0.5253993072354438,-2404042,-1854140,0.25,-0.1017340979278427,-0.06969610368670807,-2.2527124975044535,-2.3210035723900515
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-0.5,""spacing_atr_multiplier"":1.0,""stop_steps"":3}",0.02,-0.5,1.0,True,3,20,35,-1666863,25073,0.4982986803899927,-2453866,-1946547,0.25,-0.1017340979278427,-0.07670470482368047,-2.3290960952455673,-2.3991393204154083
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-0.5,""spacing_atr_multiplier"":1.25,""stop_steps"":2}",0.02,-0.5,1.25,False,2,10,38,-1082544,-50599.0,0.6157665261594684,-1880032,-1362228,0.25,-0.07998250739975105,-0.06144559655496024,-2.1805116736817753,-2.235864326520391
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-0.5,""spacing_atr_multiplier"":1.25,""stop_steps"":2}",0.02,-0.5,1.25,False,2,15,37,-997809,-57007,0.6320995246981108,-1750769,-1277493,0.25,-0.07998250739975105,-0.0669307697480867,-2.315493858925235,-2.372217805062132
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-0.5,""spacing_atr_multiplier"":1.25,""stop_steps"":2}",0.02,-0.5,1.25,False,2,20,36,-1085228,-47493.5,0.5954032553315393,-1795617,-1364912,0.25,-0.07998250739975105,-0.06719629777583688,-2.377329268172539,-2.4341195963163735
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-0.5,""spacing_atr_multiplier"":1.25,""stop_steps"":3}",0.02,-0.5,1.25,False,3,10,37,-669818,9171,0.7339042835968596,-1459480,-949502,0.25,-0.11500030591990114,-0.06388482863349232,-1.8477520463692556,-1.9212234064875793
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-0.5,""spacing_atr_multiplier"":1.25,""stop_steps"":3}",0.02,-0.5,1.25,False,3,15,35,-619192,-30949,0.7459103846520011,-1353536,-898876,0.25,-0.11500030591990114,-0.06963598739114914,-2.022477880695759,-2.0973870305034965
,False,"{""lower_level_enabled"":false,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-0.5,""spacing_atr_multiplier"":1.25,""stop_steps"":3}",0.02,-0.5,1.25,False,3,20,34,-761474,-34464.5,0.6906893293720718,-1453010,-1041158,0.25,-0.11500030591990114,-0.0837817615485386,-2.131546714844865,-2.20999230819195
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-0.5,""spacing_atr_multiplier"":1.25,""stop_steps"":2}",0.02,-0.5,1.25,True,2,10,37,-1643997,-70249,0.5037875506588863,-2472732,-1923681,0.25,-0.09042168459115582,-0.062077462423835356,-2.389541851490823,-2.4502720593923595
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-0.5,""spacing_atr_multiplier"":1.25,""stop_steps"":2}",0.02,-0.5,1.25,True,2,15,36,-1559262,-62456.0,0.5139230325607494,-2343469,-1838946,0.25,-0.09042168459115582,-0.06719629777583688,-2.5258672474155675,-2.5878771641551044
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":20,""residual_z_max"":-0.5,""spacing_atr_multiplier"":1.25,""stop_steps"":2}",0.02,-0.5,1.25,True,2,20,35,-1646681,-57007,0.48183767710062386,-2388317,-1926365,0.25,-0.09042168459115582,-0.06746182580358705,-2.592420853540583,-2.6544971522870573
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":10,""residual_z_max"":-0.5,""spacing_atr_multiplier"":1.25,""stop_steps"":3}",0.02,-0.5,1.25,True,3,10,37,-1166453,9171,0.6141228458734953,-2037534,-1446137,0.25,-0.11359979655068299,-0.06388482863349232,-1.924787904062771,-1.9975590094964855
,False,"{""lower_level_enabled"":true,""market_return20_min"":0.02,""maximum_horizon"":15,""residual_z_max"":-0.5,""spacing_atr_multiplier"":1.25,""stop_steps"":3}",0.02,-0.5,1.25,True,3,15,35,-1115827,-30949,0.62079693926169,-1931590,-1395511,0.25,-0.11359979655068299,-0.06963598739114914,-2.1007988849738735,-2.175007780097002
