partition,fold_id,ridge_penalty,train_observations,target_intercept,target_residual_z5,target_residual_1,target_residual_slope20,target_downside_semivol20,target_residual_ar1_20,target_market_return20,target_close_minus_sma50_fraction,target_sma20_minus_sma50_fraction,target_atr20_fraction,target_log_median_value60,capture_intercept,capture_residual_z5,capture_residual_1,capture_residual_slope20,capture_downside_semivol20,capture_residual_ar1_20,capture_market_return20,capture_close_minus_sma50_fraction,capture_sma20_minus_sma50_fraction,capture_atr20_fraction,capture_log_median_value60,loss_intercept,loss_residual_z5,loss_residual_1,loss_residual_slope20,loss_downside_semivol20,loss_residual_ar1_20,loss_market_return20,loss_close_minus_sma50_fraction,loss_sma20_minus_sma50_fraction,loss_atr20_fraction,loss_log_median_value60
in_sample,wf_01,10,291,0.12714776632302396,-0.005725731574151108,0.018546825704842465,-0.025501241258255744,0.0022542408742296724,0.0502397378457792,0.13565593853210128,0.04917508053545355,-0.0013023973016337027,0.07336683949730194,-0.03700751682136443,0.003335312347019972,-0.000831041371000564,0.0005169291732549569,-0.00022643019626695257,0.00042533706236249545,0.0009081383713907795,0.0031748887358388185,0.0019896392073494203,-0.0005194255829616347,0.0023113896968025857,-0.000796729515676411,0.025570503522100833,-0.0024076238983886536,-0.0007333338333289218,-0.0009130896379500753,8.386409850616168e-05,-0.0029688009066027674,-0.004973717990222585,0.0040434952797180615,-0.006279735706388874,-0.003693133259052697,0.007903883862843799
in_sample,wf_01,100,291,0.12714776632302396,-0.006608283026627083,0.00999437818543952,-0.01248367867241422,0.025504468930836497,0.03250142666640411,0.09558202661550423,0.05556209100068902,0.004724742032661002,0.04897918424811294,-0.02685287982323608,0.0033353123470199735,-0.0004680052259101232,0.0002778009271417445,-5.566267494317212e-05,0.0009512941352276848,0.0006214624443194241,0.0025119420157025825,0.0016384402315342884,-0.00013094398823787192,0.0015766299941915752,-0.0005463358895580498,0.02557050352210083,-0.0012819481013030657,-0.0007125718364261132,0.00010851395416775031,-0.0007811956905544633,-0.001664378784345574,-0.0024904448823809514,-5.5633519342084556e-05,-0.0023489756110777736,-0.0016381069779151324,0.005301044941621397
in_sample,wf_02,10,550,0.15090909090909102,-0.0178627381961717,0.009570961325231124,-0.02408718418342233,0.021727881340486525,0.046630957337235386,0.04904607178823624,0.13901358329325264,-0.047419518119726105,0.03205839212208787,-0.036503317284441145,0.00349058470293616,-0.0009469882554862582,9.668790298201393e-05,-7.238739127301359e-05,0.0003284236732234865,0.0012987424071723855,0.001176669064596446,0.003558630584834819,-0.0013521923824699592,0.0016861367538161902,-0.0007373211215546192,0.024150234892158673,-0.0011296599370680665,0.00042775943479561346,-0.003869129508817725,-0.0003010636535716875,-0.0018448554647080703,0.0017008519148534375,0.003218852539453842,-0.008880875086165642,-0.00457049711662175,0.009987591602894636
in_sample,wf_02,100,550,0.150909090909091,-0.007240103888024957,0.006141291689856389,-0.013087737074038715,0.02398795057806434,0.03917077906517518,0.058761403302917355,0.0899399856813779,-0.01700528013916939,0.024473153169876714,-0.03160662295822911,0.0034905847029361595,-0.00046650397861073607,3.817921569824343e-05,1.4065664647390092e-05,0.0006260297181626508,0.0010511489678526622,0.0014665660015171474,0.002260697020856574,-0.000565130289002954,0.0012305938706176137,-0.0005614304330449365,0.02415023489215868,-0.0013328337616522524,0.00010103693882482249,-0.002119423672189245,-0.0007084892226757905,-0.0011704951120274424,0.0013096765930224147,0.0009994996654206023,-0.004902172857703617,-0.002386753970515139,0.007398602441018147
in_sample,wf_03,10,940,0.13829787234042554,-0.005074240123709724,0.000853687825250572,-0.017043238472893355,-0.0026487144902896005,0.04025947459871092,0.05411237290782718,0.1317542309565338,-0.0799382710318243,0.028146111476053566,-0.02004876408748281,0.0028578679259186487,-0.0007466629181106786,2.9409716548677892e-06,-0.00010442535599849555,-0.00010740133459685123,0.0010222751622012106,0.0011227996134486006,0.0032997414995263375,-0.0019299070232114235,0.0016564395628077956,-0.0005618795699127029,0.01974823342096915,-0.0012794715928288022,0.0010376788058608331,-0.00302141157918317,0.002655381368586469,0.0015437900494222109,-0.0010072124512866352,0.004085155987550184,-0.0022504810178027397,-0.0024143274898517655,0.006346829188651377
in_sample,wf_03,100,940,0.13829787234042554,0.002694529121305779,0.00012397344487734228,-0.008640136585737663,0.0007836191738572642,0.03731999017179318,0.0608598399956853,0.09481833144048354,-0.05012798942498202,0.021631066327977098,-0.017148141617946214,0.002857867925918648,-0.0003915372313543266,-2.176859582710007e-05,-1.2774518277039808e-05,0.00011105749540989809,0.000920502618902023,0.0013447003916317872,0.002333563657900671,-0.0012129289463655092,0.001289057552586658,-0.0003971038415603246,0.01974823342096915,-0.0011633009856848412,0.000809610324292293,-0.002340863251842618,0.0016724208587033146,0.001674845419091943,-0.00041819339485501823,0.0025290321079154197,-0.0009970810950864315,-0.0011869487328592383,0.0052913510121361095
in_sample,wf_04,10,1322,0.21406959152798793,0.004695953355602715,-0.012718345507848502,-0.024685310585026505,0.024487506408183136,0.0050540059916510125,0.0414662209134712,0.1775620413017528,-0.0903781635245849,-0.05024009844702864,-0.008916330340137876,0.0035004827462905607,-0.0005033281530583928,-0.00018002078860191372,-0.0003330506914158997,0.0005317080070370051,0.000376368448097814,0.000786695695536171,0.003808436453193398,-0.0020109958306064983,0.000513710888600003,-0.00020136305128587225,0.015977941188665877,-0.0013028821465935006,0.0011266802786677704,-0.002344922057001464,-3.8781231609819966e-05,0.00200599804371997,-0.0008623093913627368,0.002494162270835003,-0.0013828788262348877,0.0030856520266073348,0.0034115631921438965
in_sample,wf_04,100,1322,0.2140695915279879,0.010212609726645458,-0.011836526000606166,-0.015291759056683124,0.014571036128644459,0.008409207313569507,0.053958477849556735,0.13636203066777805,-0.05970021409604381,-0.04025681346685221,-0.011936267435070298,0.0035004827462905607,-0.00026904404490404584,-0.0001748419410053928,-0.00019741784144252855,0.0004831358458405896,0.00039165873238695644,0.001063115968797371,0.002892075114391928,-0.0013476536741639357,0.00047923345248486313,-0.00017712393394819022,0.01597794118866588,-0.0010541986128231524,0.000980690321137164,-0.0020614071163069813,0.00021285965592373127,0.001835494927862957,-0.0006367883682636244,0.0017746345531472868,-0.0007649973683021795,0.002788168733309641,0.00325218728912628
in_sample,wf_05,10,1514,0.2866578599735799,0.001003353256844062,-0.008363162534894329,-0.004886855644148766,0.05779486094703567,0.013344439753274186,0.05014010245444692,0.1783745990846458,-0.061194402183752925,-0.11250555433413244,0.024183333738794745,0.0044587809962226,-0.0005230994431278026,-0.00010552441178474338,-4.025584378172697e-05,0.0012516615939065958,0.0004600030053424029,0.0008985809872200933,0.0037330144611003938,-0.0015788525670960253,-0.00046243773485781273,0.00039541405156577836,0.015109522434848572,-0.0011285151460433851,0.0011720396570538963,-0.002670257928143363,-0.00027416558150417423,0.001413306565791093,-0.0011617644302673966,0.002854137202473698,-0.0017738847783736636,0.0038114864597359657,0.0026151123672402544
in_sample,wf_05,100,1514,0.2866578599735799,0.00643702706432381,-0.007616638094541046,0.0020978246670742646,0.04032827804626251,0.017982274284815112,0.061828404627925014,0.1414095602156818,-0.033943810911740716,-0.09298319609766524,0.017272255489293394,0.0044587809962226,-0.0003120129345249969,-0.00010153905908996135,6.630002744274615e-05,0.0010369903352894945,0.0005079011709366659,0.0011541327077938459,0.0028983590448894924,-0.000981119959359228,-0.0002939178688913874,0.0003338292373300325,0.01510952243484857,-0.0008768442847205195,0.0010399207309105497,-0.002358267539649821,-1.5986241984861083e-05,0.0012835608575258426,-0.0008995675179586296,0.0020285858020625634,-0.0010912710079075223,0.00344836296065065,0.002547148057173822
