role,rotation,ticker,sector,campaign_id,level,event_time,side,purpose,quantity,reference_book_price_vnd,execution_price_vnd,gross_notional_vnd,commission_vnd,sell_tax_vnd,execution_friction_vnd,realized_pnl_vnd
locked_final_test,2026-03,TCB,banks,2026-03:TCB:L3:C3,3,2026-03-05T13:00:00,SELL,risk_exit,100,32550,32500,3250000,4875,3250,5000,-228323
locked_final_test,2026-03,TCB,banks,2026-03:TCB:L4:C1,4,2026-03-05T13:00:00,SELL,risk_exit,100,32550,32500,3250000,4875,3250,5000,-173240
locked_final_test,2026-03,TCB,banks,2026-03:TCB:L4:C2,4,2026-03-05T13:00:00,SELL,risk_exit,100,32550,32500,3250000,4875,3250,5000,-173240
locked_final_test,2026-03,TCB,banks,2026-03:TCB:L4:C3,4,2026-03-05T13:00:00,SELL,risk_exit,100,32550,32500,3250000,4875,3250,5000,-173240
locked_final_test,2026-03,MBB,banks,2026-03:MBB:L4:C1,4,2026-03-09T09:17:00,BUY,buy,100,25450,25500,2550000,3825,0,5000,0
locked_final_test,2026-03,MBB,banks,2026-03:MBB:L4:C2,4,2026-03-09T09:17:00,BUY,buy,100,25450,25500,2550000,3825,0,5000,0
locked_final_test,2026-03,MBB,banks,2026-03:MBB:L4:C3,4,2026-03-09T09:17:00,BUY,buy,100,25450,25500,2550000,3825,0,5000,0
locked_final_test,2026-03,MBB,banks,2026-03:MBB:L1:C1,1,2026-03-10T09:16:00,SELL,risk_exit,100,25800,25750,2575000,3863,2575,5000,-225623
locked_final_test,2026-03,MBB,banks,2026-03:MBB:L1:C2,1,2026-03-10T09:16:00,SELL,risk_exit,100,25800,25750,2575000,3863,2575,5000,-225623
locked_final_test,2026-03,MBB,banks,2026-03:MBB:L1:C3,1,2026-03-10T09:16:00,SELL,risk_exit,100,25800,25750,2575000,3863,2575,5000,-225623
locked_final_test,2026-03,MBB,banks,2026-03:MBB:L2:C1,2,2026-03-10T09:16:00,SELL,risk_exit,100,25800,25750,2575000,3863,2575,5000,-165533
locked_final_test,2026-03,MBB,banks,2026-03:MBB:L2:C2,2,2026-03-10T09:16:00,SELL,risk_exit,100,25800,25750,2575000,3863,2575,5000,-165533
locked_final_test,2026-03,MBB,banks,2026-03:MBB:L2:C3,2,2026-03-10T09:16:00,SELL,risk_exit,100,25800,25750,2575000,3863,2575,5000,-165533
locked_final_test,2026-03,MBB,banks,2026-03:MBB:L3:C1,3,2026-03-10T09:16:00,SELL,risk_exit,100,25800,25750,2575000,3863,2575,5000,-105443
locked_final_test,2026-03,MBB,banks,2026-03:MBB:L3:C2,3,2026-03-10T09:16:00,SELL,risk_exit,100,25800,25750,2575000,3863,2575,5000,-105443
locked_final_test,2026-03,MBB,banks,2026-03:MBB:L3:C3,3,2026-03-10T09:16:00,SELL,risk_exit,100,25800,25750,2575000,3863,2575,5000,-105443
locked_final_test,2026-03,MBB,banks,2026-03:MBB:L4:C1,4,2026-03-11T13:00:00,SELL,risk_exit,100,26750,26700,2670000,4005,2670,5000,109500
locked_final_test,2026-03,MBB,banks,2026-03:MBB:L4:C2,4,2026-03-11T13:00:00,SELL,risk_exit,100,26750,26700,2670000,4005,2670,5000,109500
locked_final_test,2026-03,MBB,banks,2026-03:MBB:L4:C3,4,2026-03-11T13:00:00,SELL,risk_exit,100,26750,26700,2670000,4005,2670,5000,109500
