role,trading_date,equity_vnd,available_cash_vnd,pending_cash_vnd,inventory_liquidation_value_vnd,realized_pnl_vnd,unrealized_pnl_vnd,benchmark_equity_vnd,selected_sector,selected_tickers
out_of_sample,2025-04-11,987329572,987329572,0,0,-12670428,0,1015119689,banks,VCB|TCB
out_of_sample,2025-04-14,987329572,987329572,0,0,-12670428,0,1027783964,banks,VCB|TCB
out_of_sample,2025-04-15,987329572,987329572,0,0,-12670428,0,1009417683,banks,VCB|TCB
out_of_sample,2025-04-16,987329572,987329572,0,0,-12670428,0,1004510876,banks,VCB|TCB
out_of_sample,2025-04-17,987329572,987329572,0,0,-12670428,0,1003591319,banks,VCB|TCB
out_of_sample,2025-04-18,987329572,987329572,0,0,-12670428,0,1013977657,banks,VCB|TCB
out_of_sample,2025-04-21,987329572,987329572,0,0,-12670428,0,1001473964,banks,VCB|TCB
out_of_sample,2025-04-22,987329572,987329572,0,0,-12670428,0,989993068,banks,VCB|TCB
out_of_sample,2025-04-23,987329572,987329572,0,0,-12670428,0,1002760025,banks,VCB|TCB
out_of_sample,2025-04-24,987329572,987329572,0,0,-12670428,0,999146416,banks,VCB|TCB
out_of_sample,2025-04-25,987329572,987329572,0,0,-12670428,0,995402155,banks,VCB|TCB
out_of_sample,2025-04-28,987329572,987329572,0,0,-12670428,0,1000228885,banks,VCB|TCB
out_of_sample,2025-04-29,987329572,987329572,0,0,-12670428,0,997541466,banks,VCB|TCB
out_of_sample,2025-05-05,987329572,987329572,0,0,-12670428,0,1002661272,,
out_of_sample,2025-05-06,987329572,987329572,0,0,-12670428,0,1005706858,,
out_of_sample,2025-05-07,987329572,987329572,0,0,-12670428,0,1002183531,,
out_of_sample,2025-05-08,987329572,987329572,0,0,-12670428,0,1012377725,,
out_of_sample,2025-05-09,987329572,987329572,0,0,-12670428,0,1011246065,,
out_of_sample,2025-05-12,987329572,987329572,0,0,-12670428,0,1031392100,,
out_of_sample,2025-05-13,987329572,987329572,0,0,-12670428,0,1043147125,,
out_of_sample,2025-05-14,987329572,987329572,0,0,-12670428,0,1068847132,,
out_of_sample,2025-05-15,987329572,987329572,0,0,-12670428,0,1075761173,,
out_of_sample,2025-05-16,987329572,987329572,0,0,-12670428,0,1057872959,,
out_of_sample,2025-05-19,987329572,987329572,0,0,-12670428,0,1050503158,,
out_of_sample,2025-05-20,987329572,987329572,0,0,-12670428,0,1066460680,,
out_of_sample,2025-05-21,987329572,987329572,0,0,-12670428,0,1071844123,,
out_of_sample,2025-05-22,987329572,987329572,0,0,-12670428,0,1067501012,,
out_of_sample,2025-05-23,987329572,987329572,0,0,-12670428,0,1062065365,,
out_of_sample,2025-05-26,987329572,987329572,0,0,-12670428,0,1069600829,,
out_of_sample,2025-05-27,987329572,987329572,0,0,-12670428,0,1075441960,,
out_of_sample,2025-05-28,987329572,987329572,0,0,-12670428,0,1072226413,,
out_of_sample,2025-05-29,987329572,987329572,0,0,-12670428,0,1068498135,,
out_of_sample,2025-05-30,987329572,987329572,0,0,-12670428,0,1061535331,,
out_of_sample,2025-06-02,987329572,987329572,0,0,-12670428,0,1074752313,,
out_of_sample,2025-06-03,987329572,987329572,0,0,-12670428,0,1102830684,,
out_of_sample,2025-06-04,987329572,987329572,0,0,-12670428,0,1095280242,,
out_of_sample,2025-06-05,987329572,987329572,0,0,-12670428,0,1086245045,,
out_of_sample,2025-06-06,987329572,987329572,0,0,-12670428,0,1066561953,,
out_of_sample,2025-06-09,987329572,987329572,0,0,-12670428,0,1059352369,,
out_of_sample,2025-06-10,987329572,987329572,0,0,-12670428,0,1062847748,,
out_of_sample,2025-06-11,987329572,987329572,0,0,-12670428,0,1062332577,,
out_of_sample,2025-06-12,987329572,987329572,0,0,-12670428,0,1079067982,,
out_of_sample,2025-06-13,987329572,987329572,0,0,-12670428,0,1074143983,,
out_of_sample,2025-06-16,987329572,987329572,0,0,-12670428,0,1102560845,,
out_of_sample,2025-06-17,987329572,987329572,0,0,-12670428,0,1103798732,,
out_of_sample,2025-06-18,987329572,987329572,0,0,-12670428,0,1097219985,,
out_of_sample,2025-06-19,987329572,987329572,0,0,-12670428,0,1107385761,,
out_of_sample,2025-06-20,987329572,987329572,0,0,-12670428,0,1114992728,,
out_of_sample,2025-06-23,987329572,987329572,0,0,-12670428,0,1107204938,,
out_of_sample,2025-06-24,987329572,987329572,0,0,-12670428,0,1125717167,,
out_of_sample,2025-06-25,987329572,987329572,0,0,-12670428,0,1123580847,,
out_of_sample,2025-06-26,987329572,987329572,0,0,-12670428,0,1128199448,,
out_of_sample,2025-06-27,987329572,987329572,0,0,-12670428,0,1130431886,,
out_of_sample,2025-06-30,987329572,987329572,0,0,-12670428,0,1133931368,,
