role,rotation,ticker,sector,campaign_id,level,event_time,side,purpose,quantity,reference_book_price_vnd,execution_price_vnd,gross_notional_vnd,commission_vnd,sell_tax_vnd,execution_friction_vnd,realized_pnl_vnd
out_of_sample,2025-04,TCB,banks,2025-04:TCB:L2:C3,2,2025-04-03T09:39:00,BUY,buy,100,26750,26750,2675000,4013,0,0,0
out_of_sample,2025-04,VCB,banks,2025-04:VCB:L1:C1,1,2025-04-03T09:39:00,BUY,buy,100,62200,62300,6230000,9345,0,10000,0
out_of_sample,2025-04,VCB,banks,2025-04:VCB:L1:C2,1,2025-04-03T09:39:00,BUY,buy,100,62200,62300,6230000,9345,0,10000,0
out_of_sample,2025-04,VCB,banks,2025-04:VCB:L1:C3,1,2025-04-03T09:39:00,BUY,buy,100,62200,62300,6230000,9345,0,10000,0
out_of_sample,2025-04,TCB,banks,2025-04:TCB:L3:C1,3,2025-04-03T09:44:00,BUY,buy,100,26300,26350,2635000,3953,0,5000,0
out_of_sample,2025-04,TCB,banks,2025-04:TCB:L3:C2,3,2025-04-03T09:44:00,BUY,buy,100,26300,26350,2635000,3953,0,5000,0
out_of_sample,2025-04,TCB,banks,2025-04:TCB:L3:C3,3,2025-04-03T09:44:00,BUY,buy,100,26300,26350,2635000,3953,0,5000,0
out_of_sample,2025-04,TCB,banks,2025-04:TCB:L4:C1,4,2025-04-03T10:46:00,BUY,buy,100,26050,26050,2605000,3908,0,0,0
out_of_sample,2025-04,TCB,banks,2025-04:TCB:L4:C2,4,2025-04-03T10:46:00,BUY,buy,100,26050,26050,2605000,3908,0,0,0
out_of_sample,2025-04,TCB,banks,2025-04:TCB:L4:C3,4,2025-04-03T10:46:00,BUY,buy,100,26050,26050,2605000,3908,0,0,0
out_of_sample,2025-04,VCB,banks,2025-04:VCB:L2:C1,2,2025-04-03T10:57:00,BUY,buy,100,61200,61200,6120000,9180,0,0,0
out_of_sample,2025-04,VCB,banks,2025-04:VCB:L2:C2,2,2025-04-03T10:57:00,BUY,buy,100,61200,61200,6120000,9180,0,0,0
out_of_sample,2025-04,VCB,banks,2025-04:VCB:L2:C3,2,2025-04-03T10:57:00,BUY,buy,100,61200,61200,6120000,9180,0,0,0
out_of_sample,2025-04,VCB,banks,2025-04:VCB:L3:C1,3,2025-04-04T09:15:00,BUY,buy,100,57300,57400,5740000,8610,0,10000,0
out_of_sample,2025-04,VCB,banks,2025-04:VCB:L3:C2,3,2025-04-04T09:15:00,BUY,buy,100,57300,57400,5740000,8610,0,10000,0
out_of_sample,2025-04,VCB,banks,2025-04:VCB:L3:C3,3,2025-04-04T09:15:00,BUY,buy,100,57300,57400,5740000,8610,0,10000,0
out_of_sample,2025-04,VCB,banks,2025-04:VCB:L4:C1,4,2025-04-04T09:15:00,BUY,buy,100,57300,57400,5740000,8610,0,10000,0
out_of_sample,2025-04,VCB,banks,2025-04:VCB:L4:C2,4,2025-04-04T09:15:00,BUY,buy,100,57300,57400,5740000,8610,0,10000,0
out_of_sample,2025-04,VCB,banks,2025-04:VCB:L4:C3,4,2025-04-04T09:15:00,BUY,buy,100,57300,57400,5740000,8610,0,10000,0
out_of_sample,2025-04,TCB,banks,2025-04:TCB:L1:C1,1,2025-04-08T13:00:00,SELL,risk_exit,100,23950,23900,2390000,3585,2390,5000,-325033
out_of_sample,2025-04,TCB,banks,2025-04:TCB:L1:C2,1,2025-04-08T13:00:00,SELL,risk_exit,100,23950,23900,2390000,3585,2390,5000,-325033
out_of_sample,2025-04,TCB,banks,2025-04:TCB:L1:C3,1,2025-04-08T13:00:00,SELL,risk_exit,100,23950,23900,2390000,3585,2390,5000,-325033
out_of_sample,2025-04,TCB,banks,2025-04:TCB:L2:C1,2,2025-04-08T13:00:00,SELL,risk_exit,100,23950,23900,2390000,3585,2390,5000,-294988
out_of_sample,2025-04,TCB,banks,2025-04:TCB:L2:C2,2,2025-04-08T13:00:00,SELL,risk_exit,100,23950,23900,2390000,3585,2390,5000,-294988
out_of_sample,2025-04,TCB,banks,2025-04:TCB:L2:C3,2,2025-04-08T13:00:00,SELL,risk_exit,100,23950,23900,2390000,3585,2390,5000,-294988
out_of_sample,2025-04,TCB,banks,2025-04:TCB:L3:C1,3,2025-04-08T13:00:00,SELL,risk_exit,100,23950,23900,2390000,3585,2390,5000,-254928
out_of_sample,2025-04,TCB,banks,2025-04:TCB:L3:C2,3,2025-04-08T13:00:00,SELL,risk_exit,100,23950,23900,2390000,3585,2390,5000,-254928
out_of_sample,2025-04,TCB,banks,2025-04:TCB:L3:C3,3,2025-04-08T13:00:00,SELL,risk_exit,100,23950,23900,2390000,3585,2390,5000,-254928
out_of_sample,2025-04,TCB,banks,2025-04:TCB:L4:C1,4,2025-04-08T13:00:00,SELL,risk_exit,100,23950,23900,2390000,3585,2390,5000,-224883
out_of_sample,2025-04,TCB,banks,2025-04:TCB:L4:C2,4,2025-04-08T13:00:00,SELL,risk_exit,100,23950,23900,2390000,3585,2390,5000,-224883
out_of_sample,2025-04,TCB,banks,2025-04:TCB:L4:C3,4,2025-04-08T13:00:00,SELL,risk_exit,100,23950,23900,2390000,3585,2390,5000,-224883
out_of_sample,2025-04,VCB,banks,2025-04:VCB:L1:C1,1,2025-04-09T09:16:00,SELL,risk_exit,100,53000,52900,5290000,7935,5290,10000,-962570
out_of_sample,2025-04,VCB,banks,2025-04:VCB:L1:C2,1,2025-04-09T09:16:00,SELL,risk_exit,100,53000,52900,5290000,7935,5290,10000,-962570
out_of_sample,2025-04,VCB,banks,2025-04:VCB:L1:C3,1,2025-04-09T09:16:00,SELL,risk_exit,100,53000,52900,5290000,7935,5290,10000,-962570
out_of_sample,2025-04,VCB,banks,2025-04:VCB:L2:C1,2,2025-04-09T09:16:00,SELL,risk_exit,100,53000,52900,5290000,7935,5290,10000,-852405
out_of_sample,2025-04,VCB,banks,2025-04:VCB:L2:C2,2,2025-04-09T09:16:00,SELL,risk_exit,100,53000,52900,5290000,7935,5290,10000,-852405
out_of_sample,2025-04,VCB,banks,2025-04:VCB:L2:C3,2,2025-04-09T09:16:00,SELL,risk_exit,100,53000,52900,5290000,7935,5290,10000,-852405
out_of_sample,2025-04,VCB,banks,2025-04:VCB:L3:C1,3,2025-04-09T13:03:00,SELL,risk_exit,100,55100,55000,5500000,8250,5500,10000,-262360
out_of_sample,2025-04,VCB,banks,2025-04:VCB:L3:C2,3,2025-04-09T13:03:00,SELL,risk_exit,100,55100,55000,5500000,8250,5500,10000,-262360
out_of_sample,2025-04,VCB,banks,2025-04:VCB:L3:C3,3,2025-04-09T13:03:00,SELL,risk_exit,100,55100,55000,5500000,8250,5500,10000,-262360
out_of_sample,2025-04,VCB,banks,2025-04:VCB:L4:C1,4,2025-04-09T13:04:00,SELL,risk_exit,100,55400,55300,5530000,8295,5530,10000,-232435
out_of_sample,2025-04,VCB,banks,2025-04:VCB:L4:C2,4,2025-04-09T13:04:00,SELL,risk_exit,100,55400,55300,5530000,8295,5530,10000,-232435
out_of_sample,2025-04,VCB,banks,2025-04:VCB:L4:C3,4,2025-04-09T13:04:00,SELL,risk_exit,100,55400,55300,5530000,8295,5530,10000,-232435
