variant,fold_id,signal_date,entry_date,exit_date,ticker,sector,equilibrium_centre_vnd,raw_equilibrium_centre_vnd,signal_close_vnd,equilibrium_beta,equilibrium_residual_correction,equilibrium_residual_ar1,equilibrium_capped,spacing_fraction,minimum_net_profit_fraction,first_level,maximum_inventory_shares,filled_lots,economic_target_adjustments,mean_target_gross_distance,target_sales,net_pnl_vnd,double_cost_pnl_vnd,campaign_return,normal_target_gain_vnd,other_loss_vnd,target_completion,opportunity_score,fair_value_discount_fraction,crash_veto_triggered,hard_lower_triggered,residual_z5,residual_1,residual_slope20,downside_semivol20,residual_ar1_20,market_return20,close_minus_sma50_fraction,sma20_minus_sma50_fraction,atr20_fraction,log_median_value60
equilibrium_control_0,wf_02,2023-04-10,2023-04-11,2023-04-18,VPB,banks,21300,21294.460388349566,20900,0.839959248049695,0.0186978042547339,0.9620795487634285,False,0.019138755980861243,0.0,1,200,2,0,0.018109319518016198,0,-146256,-158495,-0.035232069238474106,0,146256,False,1.3716556259437336,0.018779342723004695,False,True,-0.6357401329859871,-0.004375570762044607,-0.0009277613871263121,0.006015934541159764,0.43193073156591316,0.04528628306184438,0.10488475364770565,0.09219708183548318,0.025518341307814992,25.841949650778385
equilibrium_control_0,wf_02,2023-04-11,2023-04-12,2023-04-14,VND,securities,16150,16125.508970352757,15900,1.8618792112349392,0.014083317010400252,0.8660783393228884,False,0.025269541778975738,0.0,1,100,1,0,0.018927444794952786,0,-101103,-105715,-0.06369182387559863,0,101103,False,1.2415302291435313,0.015479876160990712,False,True,-0.7820875046853268,-0.007263399890943311,-0.0007784484605291036,0.007408228787073741,-0.02925291643471428,0.06055661346603148,0.07650643195666892,0.04113067027758971,0.03369272237196765,25.543853988613655
equilibrium_control_0,wf_02,2023-04-18,2023-04-20,2023-04-25,MBB,banks,18350,18324.811351238102,18150,0.8710502781224624,0.009585392397029435,0.7893832690876879,False,0.015,0.0,1,100,1,0,0.011019283746556363,1,12689,7215,0.006980711582567861,12689,0,True,1.5588427963171587,0.010899182561307902,False,False,-0.9197314988952345,-0.007468896838608538,-0.0004227153098200941,0.003485530477963603,-0.210298893850968,0.03428834528222849,0.008893829905503057,0.01709282934963869,0.01705365341728978,24.85702704665105
equilibrium_control_0,wf_03,2023-05-09,2023-05-10,2023-05-18,MWG,consumer_retail,39600,39584.83771517596,37950,0.8795799555912777,0.0421766551188382,0.8002570498561509,False,0.01792772444946358,0.0,2,200,3,0,0.016885516117584858,1,-71159,-105785,-0.009191775079941537,54524,125683,True,2.4201945576268935,0.041666666666666664,False,False,-0.6770843214064209,0.00328335604576502,-0.0009169846548283576,0.012102340026874884,-0.01938154475146235,-0.011754208836400819,-0.034596794708725516,0.0001907911472907657,0.023903632599284772,24.35852323457841
equilibrium_control_0,wf_03,2023-05-12,2023-05-15,2023-05-23,VPB,banks,20050,20004.66022887037,19750,0.7827273390261178,0.012811766507428463,0.9631600634659719,False,0.01518987341772152,0.0,1,200,2,0,0.010152872889381381,1,-30724,-42520,-0.007786288134729851,12129,42853,True,1.2830192213624647,0.014962593516209476,False,False,-0.544241166499622,-0.015232975759504311,0.0002970606682239243,0.00927440393169521,0.06512601066725299,0.0040049552226883766,-0.002424487321951712,-0.0014142842711384988,0.020253164556962026,25.529116272896463
equilibrium_control_0,wf_03,2023-05-19,2023-05-22,2023-05-26,HPG,materials,22050,22002.025508660416,21800,1.0563159993604725,0.009224547900694744,0.8893234120435406,False,0.015,0.0,1,200,2,0,0.011547898442500593,0,-146995,-159790,-0.03389719116475402,0,146995,False,1.3543964205962924,0.011337868480725623,False,True,-0.7711968486326756,-0.010823735818708585,-0.000551464699965781,0.006548598841856082,0.0640482583425889,0.012617397304895998,0.03268593083846518,0.020724774988157273,0.019440803844473567,25.822395407992467
equilibrium_control_0,wf_03,2023-05-30,2023-05-31,2023-06-02,VPB,banks,19800,19799.908109575324,19450,0.5986080872825346,0.017830226694726115,0.9350398118443922,False,0.015,0.0,1,100,1,0,0.010204081632652962,1,17097,11180,0.008709894342160228,17097,0,True,1.7085939754551822,0.017676767676767676,False,False,-0.5978130896742966,0.0016261884703447425,-0.00015502290425723462,0.006463444025839837,-0.19533437952419377,0.04261813184234167,-0.03127801573861939,-0.029161271042932563,0.0159138205410699,25.36670019701935
equilibrium_control_0,wf_03,2023-05-30,2023-05-31,2023-06-02,MBB,banks,18900,18854.761070781155,18750,0.821108101247012,0.005571706284740942,0.5369475593292317,False,0.015,0.0,1,100,1,0,0.010695187165775444,1,77307,71570,0.04127872362579126,77307,0,True,1.5040894791728778,0.007936507936507936,False,False,-0.8597595822656615,-0.005342676788536891,1.0214625125813641e-05,0.00374575217745581,-0.08905094814118458,0.04086381045552496,0.022913256955810146,0.011729405346426624,0.012317460317460317,24.749584203157376
equilibrium_control_0,wf_03,2023-06-01,2023-06-02,2023-06-07,HPG,materials,22250,22295.40463497103,21400,0.9812262742249362,0.040989665022218985,0.8708531676573836,True,0.015,0.0,2,100,1,0,0.01385681293302543,1,26252,19705,0.012107471101091756,26252,0,True,3.066349243011154,0.038202247191011236,False,False,-1.1373503792313284,0.0021563093869796475,-0.00043183100936572627,0.0060449515571166295,-0.32097670290321995,0.0477541414473037,0.009005610825592909,0.020557310575698994,0.019804183355585224,25.752217523720173
equilibrium_control_0,wf_03,2023-06-02,2023-06-05,2023-06-07,SSI,securities,24500,24478.102210697143,24100,1.6661259376635045,0.01556709006954074,0.795399263424941,False,0.017190278601066984,0.0,1,100,1,0,0.01449275362318847,1,75127,67755,0.031061889347781774,75127,0,True,1.550270087159468,0.0163265306122449,False,False,-0.8379548162235072,-0.016687471310027548,-0.0005756586352195631,0.006527420098916586,-0.41938117935629243,0.06855348333875816,0.0936152833870309,0.03825384580478287,0.022920371468089312,25.845344334588425
equilibrium_control_0,wf_03,2023-06-08,2023-06-09,2023-06-13,VPB,banks,20000,19954.672668393276,19500,0.6287180892940729,0.023048869308272782,0.9016749537960611,False,0.015,0.0,2,100,1,0,0.012820512820512775,0,-12788,-18630,-0.006548126528156483,0,12788,False,2.5499896388392846,0.025,True,False,-1.0978619792648163,-0.010038362043426213,6.528252644970814e-05,0.006571498267828671,-0.11514040923252783,0.07047363597868968,-0.022311356229631485,-0.021684632740035098,0.017216117216117217,25.372092340962322
equilibrium_control_0,wf_03,2023-06-19,2023-06-20,2023-06-22,TCB,banks,32750,32706.43624270651,32100,1.3214496388762185,0.018715855393429112,0.618415737923821,False,0.017133956386292837,0.0,1,100,1,0,0.015503875968992276,1,36974,27225,0.011447632977257684,36974,0,True,1.71199851671347,0.01984732824427481,False,False,-0.8432268303845317,-0.006740764125965925,-0.00012607766244243735,0.006366940127267948,-0.18611114875426554,0.0685310992796071,0.05951084265768888,0.03879922104498795,0.02284527518172378,24.725153906223895
equilibrium_control_0,wf_03,2023-06-21,2023-06-22,2023-06-26,VPB,banks,20050,20045.011263051514,19650,0.6579191655382683,0.019902969667369208,0.9575160118997966,False,0.015,0.0,1,100,1,0,0.010075566750629816,1,21984,15985,0.011058472478065653,21984,0,True,2.1592321897227764,0.0199501246882793,False,False,-1.0688455734819216,0.0006866399032171133,0.0001503748756827124,0.005939811015395729,-0.18466418815510285,0.10354322532886287,-0.001524390243902439,-0.006859756097560976,0.01829637707500303,25.22125434997594
equilibrium_control_0,wf_04,2023-07-03,2023-07-04,2023-07-06,TCB,banks,33000,32967.48814761331,32000,1.271009233459532,0.029785965382622754,0.8507369834104508,False,0.01612723214285714,0.0,2,100,1,0,0.015625,0,-92600,-102080,-0.028894158761857216,0,92600,False,3.680223275967597,0.030303030303030304,False,True,-2.270975084712485,-0.007952818113237987,-0.00016453039550392654,0.006211699688298182,-0.28317842409144944,0.04795565641106068,0.036001036001036,0.0546976171976172,0.02150297619047619,24.725153906223895
equilibrium_control_0,wf_04,2023-07-03,2023-07-06,2023-07-10,VPB,banks,19900,19857.00000735984,19850,0.6895515282386823,0.0003525830423380949,0.9213995456787695,False,0.015023389708528246,0.0,1,100,1,0,0.010152284263959421,1,12070,6130,0.006117726962855209,12070,0,True,0.7721229057294968,0.002512562814070352,False,False,-0.6466903537480326,0.0023589815370362137,0.0003238915713972901,0.006021338788492851,-0.19167280930972885,0.04780220662012619,0.012806775855911015,0.008852492474105822,0.020031186278037662,25.194309882053723
equilibrium_control_0,wf_04,2023-07-07,2023-07-10,2023-07-12,VND,securities,19100,19386.780297037265,17700,1.5792363890007126,0.09102676622415158,0.8206487419613839,True,0.029055690072639223,0.0,2,100,1,0,0.027624309392265234,0,-67090,-72430,-0.03701078216928751,0,67090,False,3.2459862354725333,0.07329842931937172,False,True,-1.3539705286662507,-0.04460056574828879,-0.0010150499759043466,0.018605355841533024,0.39763849144564906,0.030645175565964664,0.01293350120178551,0.0940540231200641,0.038740920096852295,25.888365590207467
equilibrium_control_0,wf_04,2023-07-10,2023-07-11,2023-07-13,TCB,banks,33100,33060.330747044194,32000,1.2373761220383328,0.0325981939909051,0.9377760734994942,False,0.015,0.0,2,100,1,0,0.01240310077519391,0,-67763,-77355,-0.020980309229131616,0,67763,False,2.5876876814367265,0.03323262839879154,False,True,-0.8361326787710073,-0.003819664925476588,-9.718471479067967e-05,0.007701874946428547,-0.2178420213270433,0.03374737373826209,0.027353281109541543,0.04091755489919096,0.018973214285714284,24.700563529975092
equilibrium_control_0,wf_04,2023-07-12,2023-07-13,2023-07-17,VPB,banks,20000,19985.939820900552,19650,0.6802524979946383,0.016951679057077756,0.9076728845712715,False,0.015358051617593602,0.0,1,100,1,0,0.012658227848101333,1,41974,35975,0.021220821623053616,41974,0,True,2.1281523612186453,0.0175,False,False,-1.273551769502669,-0.009638332346462882,-0.00011882288274337873,0.006257437771791453,-0.23879140900929213,0.03648709402948121,0.0,0.009287531806615776,0.02047740215679147,25.158285310026884
equilibrium_control_0,wf_04,2023-07-17,2023-07-18,2023-07-26,TCB,banks,32950,33106.056870807544,31900,1.13354305687718,0.03711024288559367,0.9781961739306904,True,0.015,0.0,2,200,2,0,0.013943357734309325,2,113829,94255,0.017607823925782595,113829,0,True,3.2883786991665183,0.03186646433990895,False,False,-1.3299067302394536,-0.005542566511043679,-0.00019079530909377041,0.007496319434509487,-0.27818882091641867,0.05156862259472481,0.01576182136602452,0.02714535901926445,0.01627108523660248,24.725153906223895
equilibrium_control_0,wf_04,2023-08-01,2023-08-02,2023-08-10,HPG,materials,27950,27908.760910412777,27500,0.37607128767149234,0.014754645989525,0.9402617521382797,False,0.016623376623376623,0.0,1,200,2,0,0.01557745789037579,1,-1891,-18300,-0.0003458182056917909,34067,35958,True,1.7527039117279297,0.016100178890876567,False,False,-1.0263091219247096,-0.017912739945955537,-0.0009128423326400103,0.007096273040557486,0.2048281456964186,0.04336786601140279,0.09478880528683467,0.10225327441379035,0.022164502164502164,26.077617222244648
equilibrium_control_0,wf_04,2023-08-14,2023-08-18,2023-08-22,VPB,banks,22000,21983.502622507134,21950,0.6813774398670909,0.0015251517407647436,0.9493714529512052,False,0.017002928734136023,0.0,1,100,1,0,0.01382488479262678,0,-178255,-184510,-0.08202212809817531,0,178255,False,1.2114043356699553,0.0022727272727272726,False,True,-1.1111542269270236,-0.0125479210009448,-0.0007356391444394264,0.005777951946800351,-0.2246237504233407,0.031726903504563184,0.0647586708707252,0.05796749939364541,0.022670571645514698,25.630120755195
equilibrium_control_0,wf_04,2023-08-18,2023-08-21,2023-08-23,HPG,materials,27400,27353.0390329304,26500,0.6080213809027334,0.03168290608055746,0.705797293584525,False,0.01866576819407008,0.0,2,100,1,0,0.015094339622641506,0,-95388,-103210,-0.035941559359074594,0,95388,False,2.4703756119875937,0.032846715328467155,True,True,-1.1505779888618197,-0.030739126750877137,-4.0230509327010586e-05,0.01011349841777307,-0.34121281865782366,-0.016017628348101925,-0.0049564433763893065,0.04244893361369781,0.024887690925426774,26.175447735242393
equilibrium_control_0,wf_05,2023-09-12,2023-09-13,2023-09-20,TCB,banks,35900,35869.35407744907,35300,0.7857498440935122,0.01600032012329347,0.6337962927235096,False,0.017148927559692433,0.0,1,200,2,0,0.01569301842825599,0,-232529,-253250,-0.03312135461268089,0,232529,False,1.3467255162028313,0.016713091922005572,False,True,-0.6157865756846762,-0.0011768581517027227,-0.00020028009356131728,0.010146105500853202,0.0014927512788039977,0.09460731011996829,0.05767790262172284,0.025318352059925095,0.022865236746256574,24.935308986814817
equilibrium_control_0,wf_05,2023-09-13,2023-09-14,2023-09-21,HPG,materials,28650,28600.986516597626,28400,0.9015747438471376,0.007052065651086112,0.9097367077702098,False,0.022447183098591547,0.0,1,200,2,0,0.017978723404255326,2,82457,65590,0.014781597800785357,82457,0,True,1.5094405196625729,0.008726003490401396,False,True,-1.2178893442185732,-0.00983574024923408,0.00046026236168275706,0.009479042970484602,-0.2265432761802461,0.08018366292480122,0.03182676936491789,-0.0031427118151431477,0.02992957746478873,26.25168125610772
equilibrium_control_0,wf_05,2023-09-20,2023-09-22,2023-09-26,VPB,banks,22000,21988.861753936922,21900,0.8893977192733873,0.004049404418929047,0.9464424336500606,False,0.01793868232224397,0.0,2,100,1,0,0.016431924882629012,0,-113258,-119490,-0.05309313025766515,0,113258,False,1.0298601440782968,0.004545454545454545,True,True,-0.8398188217642473,-0.008170534298721686,0.00039832774684609774,0.009553830073072901,-0.0772538589388116,0.10554343348723022,0.02112183522170933,-0.0013754837506411153,0.02391824309632529,25.728127562693455
equilibrium_control_0,wf_05,2023-09-22,2023-09-25,2023-09-27,SSI,securities,33500,33478.430164138605,32600,1.513791743615787,0.026589067384025333,0.9528977877053237,False,0.027990797546012275,0.0,1,100,1,0,0.027607361963190247,0,-157678,-167240,-0.048295042099427546,0,157678,False,1.673740534499479,0.026865671641791045,False,True,-0.95388774365916,-0.0313224190561842,-0.0004374460481040282,0.012078989189405982,0.42292597186139624,0.058945331273989564,0.05059619722848856,0.09990331936835321,0.03732106339468303,26.12527776096423
equilibrium_control_0,wf_05,2023-09-25,2023-09-26,2023-10-03,VND,securities,21600,21598.885319041718,21000,1.7845446080793734,0.028119270035161056,0.8601304315836658,False,0.03,0.0,1,100,1,0,0.02127659574468077,0,-153098,-159225,-0.07227832665226117,0,153098,False,1.8514045187231072,0.027777777777777776,True,True,-1.2279948495119113,-0.01228652181839588,-0.0006852730867509356,0.011498882366541962,0.02525347357889586,0.00357239723555871,-0.018462257536807667,0.10247721430240711,0.044557823129251696,26.091016153132802
equilibrium_control_0,wf_05,2023-09-26,2023-10-03,2023-10-05,SSI,securities,31300,31284.782884751145,30900,1.5519260752986284,0.012375625607287472,0.9381890272364225,False,0.03,0.0,1,100,1,0,0.026229508196721207,0,117475,108130,0.038458705384546134,0,0,False,1.7315280068500596,0.012779552715654952,True,False,-1.429977033861387,0.026984821775692343,0.00029418665016856877,0.01285189237249413,0.371025296531183,0.0034567266078371706,-0.0069736799820034065,0.09208792621396664,0.04237941131145015,26.136134511629184
equilibrium_control_0,wf_07,2024-01-22,2024-01-23,2024-01-29,VND,securities,22900,23449.482563103367,21950,1.7707892627293347,0.06608128958835836,1.0276564559668329,True,0.016189391474129514,0.0,2,100,1,0,0.01348314606741563,0,-58776,-65375,-0.02637660893455122,0,58776,False,3.6815563377799694,0.04148471615720524,False,True,-1.759709110376577,0.006837085415153977,-0.00019924802705169055,0.010798949499050553,-0.09666837604024628,0.08830404469676922,0.013716344155544267,0.01544820579134531,0.021585855298839354,26.000000335008846
equilibrium_control_0,wf_07,2024-01-23,2024-01-24,2024-01-31,SSI,securities,35100,35642.39531989018,33800,1.681423268122728,0.053075006606356,1.0147944537351072,True,0.015,0.0,2,100,1,0,0.013177159590043841,1,31227,20915,0.009130373381308217,31227,0,True,3.3083873268098296,0.037037037037037035,False,False,-1.3753807908621172,-0.003654532694274966,-0.00015463003892720676,0.008245875173263991,-0.0464260635014509,0.07345728258950843,0.03341792276882625,0.023481211972972146,0.019160326852634545,26.387330039353998
equilibrium_control_0,wf_07,2024-01-30,2024-01-31,2024-02-15,HPG,materials,28400,28388.719929906845,28000,1.1238584574285426,0.013787370526216508,0.9773369024453767,False,0.015,0.0,1,100,1,0,0.01067615658362997,1,18685,10210,0.0066395069317731585,18685,0,True,1.77673350840114,0.014084507042253521,False,False,-0.8137462827214805,-0.0019496628587692421,0.0002816325986227958,0.0069301963322497,-0.08112597980169631,0.06157118811708958,0.02022226270723265,0.013663691018400438,0.014625850340136054,26.331681213511807
equilibrium_control_0,wf_07,2024-01-31,2024-02-01,2024-02-16,VCB,banks,90800,90799.94173145985,88500,0.5043133546244364,0.025656091869147447,0.9259678136847319,False,0.015,0.0,1,100,1,0,0.013392857142857206,0,-35840,-62720,-0.00399400898652022,0,35840,False,2.679785546353877,0.025330396475770924,False,False,-1.1852921542833925,-0.024139749199069117,-0.0009833316813273802,0.006581408867297796,-0.06084591014764634,0.036175978059499014,0.02622973631113894,0.04194206730211739,0.01694915254237288,24.767632379778327
equilibrium_control_0,wf_07,2024-01-31,2024-02-01,2024-02-05,TCB,banks,34900,34861.77556764459,34550,0.7638544721254232,0.00898342282218701,0.9448910791677227,False,0.015,0.0,1,100,1,0,0.013062409288824295,1,46069,35645,0.013352683115720741,46069,0,True,1.27218846334299,0.01002865329512894,False,False,-0.7487144059127167,-0.012585003844407056,-0.0006114496764358426,0.005804821602042372,0.03070216628272338,0.03485374681540137,0.07321467399745286,0.07321467399745286,0.019157880228791953,24.778323597164743
equilibrium_control_0,wf_07,2024-02-05,2024-02-06,2024-02-15,VPB,banks,19850,20023.14223674658,19200,0.7227170758785633,0.04197843741965619,0.8349541288617538,True,0.015,0.0,2,100,1,0,0.012919896640826822,1,32159,26295,0.016594741842083944,32159,0,True,3.835977241515315,0.0327455919395466,False,False,-1.8653768430040931,0.011450675481623498,-0.0005802714321845488,0.008568460449540927,0.14448200168454714,0.050247295663007646,0.00031259768677711783,0.015681983953318747,0.016617063492063492,25.31651482194207
