period_id,tickersymbol,start_date,end_date,sessions,start_close,end_close,efficiency_ratio,period_return,range_pct,regime,reference_reset_detected
45,PNJ,2022-11-23,2022-12-06,10,105.700000,111.100000,0.33333333,0.05108798,0.12771996,oscillating_sideways,False
45,SSI,2022-11-23,2022-12-06,10,15.800000,19.550000,0.44910180,0.23734177,0.36075949,uptrend,False
45,TCB,2022-11-23,2022-12-06,10,22.000000,27.050000,0.56424581,0.22954545,0.37727273,uptrend,False
45,VCB,2022-11-23,2022-12-06,10,73.500000,80.000000,0.33333333,0.08843537,0.19863946,oscillating_sideways,False
45,VND,2022-11-23,2022-12-06,10,10.600000,14.300000,0.60655738,0.34905660,0.50471698,uptrend,False
45,VPB,2022-11-23,2022-12-06,10,15.050000,16.900000,0.42528736,0.12292359,0.26910299,uptrend,False
46,FPT,2022-11-30,2022-12-13,10,74.600000,77.200000,0.28260870,0.03485255,0.07372654,oscillating_sideways,False
46,HPG,2022-11-30,2022-12-13,10,18.400000,19.000000,0.10526316,0.03260870,0.17391304,oscillating_sideways,False
46,MBB,2022-11-30,2022-12-13,10,17.400000,18.000000,0.12000000,0.03448276,0.13505747,oscillating_sideways,False
46,MWG,2022-11-30,2022-12-13,10,44.100000,46.400000,0.24210526,0.05215420,0.13832200,oscillating_sideways,False
46,PNJ,2022-11-30,2022-12-13,10,113.500000,112.500000,0.06756757,-0.00881057,0.08370044,oscillating_sideways,False
46,SSI,2022-11-30,2022-12-13,10,19.250000,20.400000,0.12568306,0.05974026,0.14805195,oscillating_sideways,False
46,TCB,2022-11-30,2022-12-13,10,25.900000,28.800000,0.28431373,0.11196911,0.18725869,oscillating_sideways,False
46,VCB,2022-11-30,2022-12-13,10,81.000000,78.200000,0.18421053,-0.03456790,0.12345679,oscillating_sideways,False
46,VND,2022-11-30,2022-12-13,10,13.600000,15.450000,0.29600000,0.13602941,0.24264706,oscillating_sideways,False
46,VPB,2022-11-30,2022-12-13,10,16.800000,17.100000,0.06122449,0.01785714,0.16369048,oscillating_sideways,False
47,FPT,2022-12-07,2022-12-20,10,76.500000,76.600000,0.01538462,0.00130719,0.05228758,oscillating_sideways,False
47,HPG,2022-12-07,2022-12-20,10,18.250000,19.000000,0.15789474,0.04109589,0.19452055,oscillating_sideways,False
47,MBB,2022-12-07,2022-12-20,10,17.300000,17.600000,0.07500000,0.01734104,0.11560694,oscillating_sideways,False
47,MWG,2022-12-07,2022-12-20,10,44.850000,46.500000,0.33333333,0.03678930,0.11817168,oscillating_sideways,False
47,PNJ,2022-12-07,2022-12-20,10,108.700000,110.500000,0.25714286,0.01655934,0.06439742,oscillating_sideways,False
47,SSI,2022-12-07,2022-12-20,10,19.250000,19.800000,0.10280374,0.02857143,0.15584416,oscillating_sideways,False
47,TCB,2022-12-07,2022-12-20,10,26.400000,27.700000,0.18055556,0.04924242,0.17803030,oscillating_sideways,False
47,VCB,2022-12-07,2022-12-20,10,78.500000,79.000000,0.10204082,0.00636943,0.07515924,oscillating_sideways,False
47,VND,2022-12-07,2022-12-20,10,14.300000,15.200000,0.19148936,0.06293706,0.21328671,oscillating_sideways,False
47,VPB,2022-12-07,2022-12-20,10,16.200000,17.300000,0.25581395,0.06790123,0.18518519,oscillating_sideways,False
48,FPT,2022-12-14,2022-12-27,10,76.300000,76.500000,0.03333333,0.00262123,0.03800786,oscillating_sideways,False
48,HPG,2022-12-14,2022-12-27,10,19.200000,18.250000,0.16814159,-0.04947917,0.21614583,oscillating_sideways,False
48,MBB,2022-12-14,2022-12-27,10,18.150000,17.250000,0.21428571,-0.04958678,0.13774105,oscillating_sideways,False
48,MWG,2022-12-14,2022-12-27,10,46.450000,43.800000,0.32919255,-0.05705059,0.15715823,oscillating_sideways,False
48,PNJ,2022-12-14,2022-12-27,10,113.000000,108.000000,1.00000000,-0.04424779,0.06194690,downtrend,False
48,SSI,2022-12-14,2022-12-27,10,20.100000,18.200000,0.38000000,-0.09452736,0.24129353,downtrend,False
48,TCB,2022-12-14,2022-12-27,10,28.800000,26.300000,0.47169811,-0.08680556,0.18229167,downtrend,False
48,VCB,2022-12-14,2022-12-27,10,78.800000,79.100000,0.09677419,0.00380711,0.05583756,oscillating_sideways,False
48,VND,2022-12-14,2022-12-27,10,15.600000,13.950000,0.37931034,-0.10576923,0.25000000,downtrend,False
48,VPB,2022-12-14,2022-12-27,10,17.050000,17.900000,0.14782609,0.04985337,0.11436950,oscillating_sideways,False
49,FPT,2022-12-21,2023-01-04,10,77.200000,80.000000,0.40000000,0.03626943,0.06865285,uptrend,False
49,HPG,2022-12-21,2023-01-04,10,18.900000,19.400000,0.10869565,0.02645503,0.14285714,oscillating_sideways,False
49,MBB,2022-12-21,2023-01-04,10,17.700000,17.950000,0.07246377,0.01412429,0.08757062,oscillating_sideways,False
49,MWG,2022-12-21,2023-01-04,10,46.400000,43.500000,0.38157895,-0.06250000,0.11314655,downtrend,False
49,PNJ,2022-12-21,2023-01-04,10,109.600000,89.000000,0.63580247,-0.18795620,0.28740876,excluded_reference_reset,True
49,SSI,2022-12-21,2023-01-04,10,19.300000,19.000000,0.05555556,-0.01554404,0.16580311,oscillating_sideways,False
49,TCB,2022-12-21,2023-01-04,10,27.700000,27.300000,0.08333333,-0.01444043,0.10830325,oscillating_sideways,False
49,VCB,2022-12-21,2023-01-04,10,78.700000,82.800000,0.65079365,0.05209657,0.05590851,uptrend,False
49,VND,2022-12-21,2023-01-04,10,14.650000,14.350000,0.07142857,-0.02047782,0.17406143,oscillating_sideways,False
49,VPB,2022-12-21,2023-01-04,10,17.650000,18.900000,0.28089888,0.07082153,0.13031161,oscillating_sideways,False
50,FPT,2022-12-28,2023-01-11,10,76.700000,80.900000,0.72413793,0.05475880,0.07301173,uptrend,False
50,HPG,2022-12-28,2023-01-11,10,18.200000,20.200000,0.62500000,0.10989011,0.14835165,uptrend,False
50,MBB,2022-12-28,2023-01-11,10,17.450000,18.250000,0.47058824,0.04584527,0.09742120,uptrend,False
50,MWG,2022-12-28,2023-01-11,10,43.000000,42.550000,0.11688312,-0.01046512,0.05581395,oscillating_sideways,False
50,PNJ,2022-12-28,2023-01-11,10,110.000000,86.800000,0.72500000,-0.21090909,0.28636364,excluded_reference_reset,True
50,SSI,2022-12-28,2023-01-11,10,18.150000,19.300000,0.35384615,0.06336088,0.11845730,uptrend,False
50,TCB,2022-12-28,2023-01-11,10,26.150000,27.650000,0.50000000,0.05736138,0.10133843,uptrend,False
50,VCB,2022-12-28,2023-01-11,10,80.000000,85.100000,0.46788991,0.06375000,0.13000000,uptrend,False
50,VND,2022-12-28,2023-01-11,10,14.100000,14.750000,0.25490196,0.04609929,0.12056738,oscillating_sideways,False
50,VPB,2022-12-28,2023-01-11,10,18.150000,18.450000,0.15000000,0.01652893,0.11845730,oscillating_sideways,False
51,FPT,2023-01-05,2023-01-18,10,80.600000,83.400000,0.53846154,0.03473945,0.04590571,uptrend,False
51,HPG,2023-01-05,2023-01-18,10,19.800000,21.700000,0.59375000,0.09595960,0.14646465,uptrend,False
51,MBB,2023-01-05,2023-01-18,10,18.200000,19.550000,0.93103448,0.07417582,0.09615385,uptrend,False
51,MWG,2023-01-05,2023-01-18,10,43.600000,44.950000,0.23076923,0.03096330,0.08027523,oscillating_sideways,False
51,PNJ,2023-01-05,2023-01-18,10,89.500000,88.500000,0.16666667,-0.01117318,0.05363128,oscillating_sideways,False
51,SSI,2023-01-05,2023-01-18,10,19.300000,20.550000,0.51020408,0.06476684,0.13212435,uptrend,False
51,TCB,2023-01-05,2023-01-18,10,27.650000,29.100000,0.67441860,0.05244123,0.07775769,uptrend,False
51,VCB,2023-01-05,2023-01-18,10,84.000000,90.000000,0.54545455,0.07142857,0.10119048,uptrend,False
51,VND,2023-01-05,2023-01-18,10,14.600000,16.150000,0.68888889,0.10616438,0.16095890,uptrend,False
51,VPB,2023-01-05,2023-01-18,10,18.950000,19.650000,0.41176471,0.03693931,0.07387863,uptrend,False
52,FPT,2023-01-12,2023-02-01,10,80.700000,82.000000,0.19402985,0.01610905,0.07187113,oscillating_sideways,False
52,HPG,2023-01-12,2023-02-01,10,20.050000,21.100000,0.24137931,0.05236908,0.13715711,oscillating_sideways,False
52,MBB,2023-01-12,2023-02-01,10,18.250000,18.900000,0.22807018,0.03561644,0.10684932,oscillating_sideways,False
52,MWG,2023-01-12,2023-02-01,10,42.100000,47.100000,0.92592593,0.11876485,0.12945368,uptrend,False
52,PNJ,2023-01-12,2023-02-01,10,86.000000,86.700000,0.04575163,0.00813953,0.11046512,oscillating_sideways,False
52,SSI,2023-01-12,2023-02-01,10,19.300000,20.150000,0.19101124,0.04404145,0.14248705,oscillating_sideways,False
52,TCB,2023-01-12,2023-02-01,10,27.850000,28.200000,0.09589041,0.01256732,0.07540395,oscillating_sideways,False
52,VCB,2023-01-12,2023-02-01,10,84.800000,89.100000,0.26708075,0.05070755,0.14386792,oscillating_sideways,False
52,VND,2023-01-12,2023-02-01,10,14.700000,15.400000,0.17500000,0.04761905,0.15306122,oscillating_sideways,False
52,VPB,2023-01-12,2023-02-01,10,18.700000,18.300000,0.12903226,-0.02139037,0.11497326,oscillating_sideways,False
53,FPT,2023-01-19,2023-02-08,10,83.900000,81.200000,0.52941176,-0.03218117,0.06912992,downtrend,False
53,HPG,2023-01-19,2023-02-08,10,21.150000,20.850000,0.06122449,-0.01418440,0.13947991,oscillating_sideways,False
53,MBB,2023-01-19,2023-02-08,10,19.600000,18.400000,0.50000000,-0.06122449,0.09438776,downtrend,False
53,MWG,2023-01-19,2023-02-08,10,45.600000,44.500000,0.11340206,-0.02412281,0.11842105,oscillating_sideways,False
53,PNJ,2023-01-19,2023-02-08,10,88.900000,82.900000,0.30612245,-0.06749156,0.14623172,oscillating_sideways,False
53,SSI,2023-01-19,2023-02-08,10,21.200000,19.500000,0.38636364,-0.08018868,0.14858491,downtrend,False
53,TCB,2023-01-19,2023-02-08,10,29.100000,27.850000,0.23809524,-0.04295533,0.09106529,oscillating_sideways,False
53,VCB,2023-01-19,2023-02-08,10,93.000000,94.200000,0.05714286,0.01290323,0.09462366,oscillating_sideways,False
53,VND,2023-01-19,2023-02-08,10,16.750000,14.600000,0.64179104,-0.12835821,0.16417910,downtrend,False
53,VPB,2023-01-19,2023-02-08,10,19.500000,17.950000,0.50819672,-0.07948718,0.12307692,downtrend,False
54,FPT,2023-02-02,2023-02-15,10,81.900000,81.600000,0.06976744,-0.00366300,0.03296703,oscillating_sideways,False
54,HPG,2023-02-02,2023-02-15,10,21.300000,20.800000,0.12500000,-0.02347418,0.09389671,oscillating_sideways,False
54,MBB,2023-02-02,2023-02-15,10,18.950000,18.000000,0.57575758,-0.05013193,0.07124011,downtrend,False
54,MWG,2023-02-02,2023-02-15,10,49.900000,42.750000,0.84615385,-0.14328657,0.16833667,downtrend,False
54,PNJ,2023-02-02,2023-02-15,10,85.500000,82.000000,0.43209877,-0.04093567,0.07485380,downtrend,False
54,SSI,2023-02-02,2023-02-15,10,20.150000,19.100000,0.28767123,-0.05210918,0.11166253,oscillating_sideways,False
54,TCB,2023-02-02,2023-02-15,10,28.000000,27.400000,0.12500000,-0.02142857,0.07321429,oscillating_sideways,False
54,VCB,2023-02-02,2023-02-15,10,90.600000,93.000000,0.14285714,0.02649007,0.08498896,oscillating_sideways,False
54,VND,2023-02-02,2023-02-15,10,15.100000,14.000000,0.39285714,-0.07284768,0.16556291,downtrend,False
54,VPB,2023-02-02,2023-02-15,10,18.400000,17.200000,0.42857143,-0.06521739,0.11413043,downtrend,False
55,FPT,2023-02-09,2023-02-22,10,80.700000,81.800000,0.35483871,0.01363073,0.04584882,uptrend,False
55,HPG,2023-02-09,2023-02-22,10,20.600000,21.200000,0.17647059,0.02912621,0.12378641,oscillating_sideways,False
55,MBB,2023-02-09,2023-02-22,10,18.450000,18.250000,0.07692308,-0.01084011,0.07317073,oscillating_sideways,False
55,MWG,2023-02-09,2023-02-22,10,44.000000,43.000000,0.16949153,-0.02272727,0.08977273,oscillating_sideways,False
55,PNJ,2023-02-09,2023-02-22,10,82.900000,83.000000,0.01639344,0.00120627,0.05428227,oscillating_sideways,False
55,SSI,2023-02-09,2023-02-22,10,19.350000,19.300000,0.01075269,-0.00258398,0.14470284,oscillating_sideways,False
55,TCB,2023-02-09,2023-02-22,10,27.300000,27.500000,0.05000000,0.00732601,0.09523810,oscillating_sideways,False
55,VCB,2023-02-09,2023-02-22,10,93.000000,93.000000,0.00000000,0.00000000,0.04516129,oscillating_sideways,False
55,VND,2023-02-09,2023-02-22,10,14.400000,14.300000,0.02272727,-0.00694444,0.18055556,oscillating_sideways,False
55,VPB,2023-02-09,2023-02-22,10,18.000000,17.450000,0.13253012,-0.03055556,0.10833333,oscillating_sideways,False
56,FPT,2023-02-16,2023-03-01,10,81.600000,80.500000,0.28205128,-0.01348039,0.06127451,oscillating_sideways,False
56,HPG,2023-02-16,2023-03-01,10,21.300000,20.900000,0.08695652,-0.01877934,0.11737089,oscillating_sideways,False
56,MBB,2023-02-16,2023-03-01,10,18.250000,17.650000,0.20000000,-0.03287671,0.11506849,oscillating_sideways,False
56,MWG,2023-02-16,2023-03-01,10,43.300000,40.800000,0.37878788,-0.05773672,0.13856813,downtrend,False
56,PNJ,2023-02-16,2023-03-01,10,82.600000,77.600000,0.42372881,-0.06053269,0.11743341,downtrend,False
56,SSI,2023-02-16,2023-03-01,10,19.500000,18.950000,0.10280374,-0.02820513,0.14358974,oscillating_sideways,False
56,TCB,2023-02-16,2023-03-01,10,27.900000,27.300000,0.12765957,-0.02150538,0.10394265,oscillating_sideways,False
56,VCB,2023-02-16,2023-03-01,10,92.400000,93.000000,0.11111111,0.00649351,0.05303030,oscillating_sideways,False
56,VND,2023-02-16,2023-03-01,10,14.600000,14.250000,0.07865169,-0.02397260,0.17123288,oscillating_sideways,False
56,VPB,2023-02-16,2023-03-01,10,17.500000,17.450000,0.01587302,-0.00285714,0.10571429,oscillating_sideways,False
57,FPT,2023-02-23,2023-03-08,10,81.400000,79.500000,0.38775510,-0.02334152,0.04422604,downtrend,False
57,HPG,2023-02-23,2023-03-08,10,21.500000,21.200000,0.07894737,-0.01395349,0.07906977,oscillating_sideways,False
57,MBB,2023-02-23,2023-03-08,10,18.150000,17.600000,0.24444444,-0.03030303,0.06887052,oscillating_sideways,False
57,MWG,2023-02-23,2023-03-08,10,43.000000,39.400000,0.62068966,-0.08372093,0.10116279,downtrend,False
57,PNJ,2023-02-23,2023-03-08,10,82.100000,80.000000,0.15555556,-0.02557856,0.08404385,oscillating_sideways,False
57,SSI,2023-02-23,2023-03-08,10,19.700000,19.800000,0.02500000,0.00507614,0.08375635,oscillating_sideways,False
57,TCB,2023-02-23,2023-03-08,10,27.950000,27.300000,0.18840580,-0.02325581,0.06797853,oscillating_sideways,False
57,VCB,2023-02-23,2023-03-08,10,93.300000,92.200000,0.18644068,-0.01178992,0.04287245,oscillating_sideways,False
57,VND,2023-02-23,2023-03-08,10,14.500000,14.700000,0.05405405,0.01379310,0.10344828,oscillating_sideways,False
57,VPB,2023-02-23,2023-03-08,10,17.550000,18.150000,0.23076923,0.03418803,0.09116809,oscillating_sideways,False
58,FPT,2023-03-02,2023-03-15,10,80.000000,80.500000,0.06329114,0.00625000,0.03250000,oscillating_sideways,False
58,HPG,2023-03-02,2023-03-15,10,20.600000,21.300000,0.21875000,0.03398058,0.06553398,oscillating_sideways,False
58,MBB,2023-03-02,2023-03-15,10,17.400000,17.800000,0.19047619,0.02298851,0.04597701,oscillating_sideways,False
58,MWG,2023-03-02,2023-03-15,10,40.300000,40.000000,0.06122449,-0.00744417,0.06699752,oscillating_sideways,False
58,PNJ,2023-03-02,2023-03-15,10,80.300000,80.800000,0.08196721,0.00622665,0.05230386,oscillating_sideways,False
58,SSI,2023-03-02,2023-03-15,10,18.650000,20.350000,0.47222222,0.09115282,0.10187668,uptrend,False
58,TCB,2023-03-02,2023-03-15,10,27.200000,27.200000,0.00000000,0.00000000,0.05698529,oscillating_sideways,False
58,VCB,2023-03-02,2023-03-15,10,93.200000,91.400000,0.26470588,-0.01931330,0.03540773,oscillating_sideways,False
58,VND,2023-03-02,2023-03-15,10,13.900000,14.950000,0.34426230,0.07553957,0.09712230,oscillating_sideways,False
58,VPB,2023-03-02,2023-03-15,10,17.300000,19.800000,0.80645161,0.14450867,0.17052023,uptrend,False
59,FPT,2023-03-09,2023-03-22,10,80.600000,78.500000,0.28000000,-0.02605459,0.04466501,oscillating_sideways,False
59,HPG,2023-03-09,2023-03-22,10,21.200000,20.300000,0.22500000,-0.04245283,0.08018868,oscillating_sideways,False
59,MBB,2023-03-09,2023-03-22,10,17.800000,17.400000,0.22222222,-0.02247191,0.04213483,oscillating_sideways,False
59,MWG,2023-03-09,2023-03-22,10,40.000000,37.950000,0.36283186,-0.05125000,0.07625000,downtrend,False
59,PNJ,2023-03-09,2023-03-22,10,79.900000,78.900000,0.15151515,-0.01251564,0.04005006,oscillating_sideways,False
59,SSI,2023-03-09,2023-03-22,10,19.800000,19.850000,0.01298701,0.00252525,0.08333333,oscillating_sideways,False
59,TCB,2023-03-09,2023-03-22,10,27.800000,26.200000,0.44444444,-0.05755396,0.06294964,downtrend,False
59,VCB,2023-03-09,2023-03-22,10,93.000000,89.000000,0.31746032,-0.04301075,0.08924731,oscillating_sideways,False
59,VND,2023-03-09,2023-03-22,10,14.700000,14.800000,0.03225806,0.00680272,0.08163265,oscillating_sideways,False
59,VPB,2023-03-09,2023-03-22,10,18.200000,21.000000,0.80000000,0.15384615,0.18131868,uptrend,False
60,FPT,2023-03-16,2023-03-29,10,79.200000,79.000000,0.04545455,-0.00252525,0.03661616,oscillating_sideways,False
60,HPG,2023-03-16,2023-03-29,10,20.850000,20.800000,0.02325581,-0.00239808,0.05995204,oscillating_sideways,False
60,MBB,2023-03-16,2023-03-29,10,17.450000,18.300000,0.73913043,0.04871060,0.06876791,uptrend,False
60,MWG,2023-03-16,2023-03-29,10,39.400000,38.700000,0.17073171,-0.01776650,0.06345178,oscillating_sideways,False
60,PNJ,2023-03-16,2023-03-29,10,80.500000,77.000000,0.53846154,-0.04347826,0.06086957,downtrend,False
60,SSI,2023-03-16,2023-03-29,10,20.150000,21.050000,0.28125000,0.04466501,0.10173697,oscillating_sideways,False
60,TCB,2023-03-16,2023-03-29,10,26.750000,28.000000,0.49019608,0.04672897,0.09158879,uptrend,False
60,VCB,2023-03-16,2023-03-29,10,91.000000,92.300000,0.07878788,0.01428571,0.08571429,oscillating_sideways,False
60,VND,2023-03-16,2023-03-29,10,14.800000,15.400000,0.26086957,0.04054054,0.10472973,oscillating_sideways,False
60,VPB,2023-03-16,2023-03-29,10,19.450000,20.900000,0.67441860,0.07455013,0.12596401,uptrend,False
61,FPT,2023-03-23,2023-04-05,10,78.000000,80.600000,0.68421053,0.03333333,0.04487179,uptrend,False
61,HPG,2023-03-23,2023-04-05,10,20.400000,21.500000,0.84615385,0.05392157,0.07107843,uptrend,False
61,MBB,2023-03-23,2023-04-05,10,17.400000,18.800000,0.93333333,0.08045977,0.08908046,uptrend,False
61,MWG,2023-03-23,2023-04-05,10,37.800000,39.750000,0.61904762,0.05158730,0.06481481,uptrend,False
61,PNJ,2023-03-23,2023-04-05,10,78.500000,77.300000,0.24000000,-0.01528662,0.03694268,oscillating_sideways,False
61,SSI,2023-03-23,2023-04-05,10,20.350000,22.500000,0.78181818,0.10565111,0.14987715,uptrend,False
61,TCB,2023-03-23,2023-04-05,10,26.200000,29.500000,0.84615385,0.12595420,0.14312977,uptrend,False
61,VCB,2023-03-23,2023-04-05,10,90.700000,92.100000,0.15555556,0.01543550,0.06504961,oscillating_sideways,False
61,VND,2023-03-23,2023-04-05,10,15.150000,16.200000,0.60000000,0.06930693,0.11881188,uptrend,False
61,VPB,2023-03-23,2023-04-05,10,21.050000,21.200000,0.12000000,0.00712589,0.04988124,oscillating_sideways,False
62,FPT,2023-03-30,2023-04-12,10,79.100000,80.300000,0.40000000,0.01517067,0.03413401,uptrend,False
62,HPG,2023-03-30,2023-04-12,10,20.800000,20.750000,0.03030303,-0.00240385,0.07451923,oscillating_sideways,False
62,MBB,2023-03-30,2023-04-12,10,18.250000,18.700000,0.39130435,0.02465753,0.04657534,uptrend,False
62,MWG,2023-03-30,2023-04-12,10,38.600000,40.750000,0.48314607,0.05569948,0.09196891,uptrend,False
62,PNJ,2023-03-30,2023-04-12,10,77.700000,77.900000,0.03703704,0.00257400,0.03861004,oscillating_sideways,False
62,SSI,2023-03-30,2023-04-12,10,20.950000,22.000000,0.28000000,0.05011933,0.11217184,oscillating_sideways,False
62,TCB,2023-03-30,2023-04-12,10,27.700000,30.700000,0.96774194,0.10830325,0.11732852,uptrend,False
62,VCB,2023-03-30,2023-04-12,10,92.700000,88.300000,0.57894737,-0.04746494,0.05609493,downtrend,False
62,VND,2023-03-30,2023-04-12,10,15.250000,15.600000,0.17073171,0.02295082,0.09180328,oscillating_sideways,False
62,VPB,2023-03-30,2023-04-12,10,20.900000,20.650000,0.17241379,-0.01196172,0.04066986,oscillating_sideways,False
63,FPT,2023-04-06,2023-04-19,10,80.300000,79.300000,0.71428571,-0.01245330,0.03113325,downtrend,False
63,HPG,2023-04-06,2023-04-19,10,21.500000,20.800000,0.36842105,-0.03255814,0.07209302,downtrend,False
63,MBB,2023-04-06,2023-04-19,10,18.500000,18.100000,0.44444444,-0.02162162,0.05135135,downtrend,False
63,MWG,2023-04-06,2023-04-19,10,39.100000,40.500000,0.30434783,0.03580563,0.08184143,oscillating_sideways,False
63,PNJ,2023-04-06,2023-04-19,10,76.800000,78.000000,0.22222222,0.01562500,0.04166667,oscillating_sideways,False
63,SSI,2023-04-06,2023-04-19,10,21.850000,21.300000,0.16417910,-0.02517162,0.09382151,oscillating_sideways,False
63,TCB,2023-04-06,2023-04-19,10,29.600000,29.000000,0.15000000,-0.02027027,0.07432432,oscillating_sideways,False
63,VCB,2023-04-06,2023-04-19,10,91.200000,88.500000,0.62790698,-0.02960526,0.05043860,downtrend,False
63,VND,2023-04-06,2023-04-19,10,15.650000,14.900000,0.38461538,-0.04792332,0.11501597,downtrend,False
63,VPB,2023-04-06,2023-04-19,10,20.900000,19.700000,0.85714286,-0.05741627,0.08612440,downtrend,False
64,FPT,2023-04-13,2023-04-26,10,79.600000,78.300000,0.86666667,-0.01633166,0.03768844,downtrend,False
64,HPG,2023-04-13,2023-04-26,10,20.450000,22.000000,0.72093023,0.07579462,0.08068460,uptrend,False
64,MBB,2023-04-13,2023-04-26,10,18.550000,18.350000,0.22222222,-0.01078167,0.04043127,oscillating_sideways,False
64,MWG,2023-04-13,2023-04-26,10,41.050000,38.400000,0.49532710,-0.06455542,0.09500609,downtrend,False
64,PNJ,2023-04-13,2023-04-26,10,77.000000,75.600000,0.35000000,-0.01818182,0.07142857,downtrend,False
64,SSI,2023-04-13,2023-04-26,10,21.750000,21.350000,0.12903226,-0.01839080,0.07126437,oscillating_sideways,False
64,TCB,2023-04-13,2023-04-26,10,30.200000,30.000000,0.04081633,-0.00662252,0.07947020,oscillating_sideways,False
64,VCB,2023-04-13,2023-04-26,10,88.200000,89.400000,0.30000000,0.01360544,0.02834467,oscillating_sideways,False
64,VND,2023-04-13,2023-04-26,10,15.200000,14.650000,0.31428571,-0.03618421,0.09210526,oscillating_sideways,False
64,VPB,2023-04-13,2023-04-26,10,20.600000,19.350000,0.75757576,-0.06067961,0.07766990,downtrend,False
65,FPT,2023-04-20,2023-05-08,10,79.400000,78.500000,0.29032258,-0.01133501,0.03904282,oscillating_sideways,False
65,HPG,2023-04-20,2023-05-08,10,20.800000,21.600000,0.32000000,0.03846154,0.06971154,oscillating_sideways,False
65,MBB,2023-04-20,2023-05-08,10,18.150000,18.250000,0.10000000,0.00550964,0.03030303,oscillating_sideways,False
65,MWG,2023-04-20,2023-05-08,10,40.400000,37.850000,0.45132743,-0.06311881,0.07425743,downtrend,False
65,PNJ,2023-04-20,2023-05-08,10,77.300000,75.900000,0.30434783,-0.01811125,0.05821475,oscillating_sideways,False
65,SSI,2023-04-20,2023-05-08,10,21.100000,22.300000,0.36363636,0.05687204,0.07582938,uptrend,False
65,TCB,2023-04-20,2023-05-08,10,28.850000,29.400000,0.12359551,0.01906412,0.06065858,oscillating_sideways,False
65,VCB,2023-04-20,2023-05-08,10,88.300000,93.000000,0.45631068,0.05322763,0.07021518,uptrend,False
65,VND,2023-04-20,2023-05-08,10,14.850000,15.150000,0.15789474,0.02020202,0.06734007,oscillating_sideways,False
65,VPB,2023-04-20,2023-05-08,10,19.350000,19.450000,0.07142857,0.00516796,0.04909561,oscillating_sideways,False
66,FPT,2023-04-27,2023-05-15,10,78.300000,81.000000,0.60000000,0.03448276,0.05491699,uptrend,False
66,HPG,2023-04-27,2023-05-15,10,21.700000,22.100000,0.21052632,0.01843318,0.06451613,oscillating_sideways,False
66,MBB,2023-04-27,2023-05-15,10,18.400000,18.850000,0.39130435,0.02445652,0.05434783,uptrend,False
66,MWG,2023-04-27,2023-05-15,10,38.650000,38.900000,0.06493506,0.00646831,0.04527814,oscillating_sideways,False
66,PNJ,2023-04-27,2023-05-15,10,75.700000,75.200000,0.13513514,-0.00660502,0.03434610,oscillating_sideways,False
66,SSI,2023-04-27,2023-05-15,10,21.150000,22.900000,0.52238806,0.08274232,0.11820331,uptrend,False
66,TCB,2023-04-27,2023-05-15,10,29.900000,29.900000,0.00000000,0.00000000,0.05852843,oscillating_sideways,False
66,VCB,2023-04-27,2023-05-15,10,90.000000,91.700000,0.14285714,0.01888889,0.06333333,oscillating_sideways,False
66,VND,2023-04-27,2023-05-15,10,14.550000,15.500000,0.40425532,0.06529210,0.10996564,uptrend,False
66,VPB,2023-04-27,2023-05-15,10,19.400000,19.800000,0.28571429,0.02061856,0.04381443,oscillating_sideways,False
67,FPT,2023-05-09,2023-05-22,10,78.900000,82.500000,0.81818182,0.04562738,0.05956907,uptrend,False
67,HPG,2023-05-09,2023-05-22,10,21.800000,21.900000,0.05882353,0.00458716,0.04587156,oscillating_sideways,False
67,MBB,2023-05-09,2023-05-22,10,18.300000,18.850000,0.40740741,0.03005464,0.04918033,uptrend,False
67,MWG,2023-05-09,2023-05-22,10,37.950000,38.550000,0.20000000,0.01581028,0.04216074,oscillating_sideways,False
67,PNJ,2023-05-09,2023-05-22,10,75.600000,72.100000,0.85365854,-0.04629630,0.05952381,downtrend,False
67,SSI,2023-05-09,2023-05-22,10,22.250000,22.900000,0.26530612,0.02921348,0.06966292,oscillating_sideways,False
67,TCB,2023-05-09,2023-05-22,10,29.300000,30.500000,0.41379310,0.04095563,0.05460751,uptrend,False
67,VCB,2023-05-09,2023-05-22,10,92.300000,93.100000,0.08510638,0.00866739,0.05633803,oscillating_sideways,False
67,VND,2023-05-09,2023-05-22,10,15.050000,16.200000,0.45098039,0.07641196,0.09966777,uptrend,False
67,VPB,2023-05-09,2023-05-22,10,19.450000,19.700000,0.16129032,0.01285347,0.05141388,oscillating_sideways,False
68,FPT,2023-05-16,2023-05-29,10,81.500000,83.100000,0.32000000,0.01963190,0.03558282,oscillating_sideways,False
68,HPG,2023-05-16,2023-05-29,10,22.000000,21.450000,0.31428571,-0.02500000,0.06590909,oscillating_sideways,False
68,MBB,2023-05-16,2023-05-29,10,18.800000,18.750000,0.03448276,-0.00265957,0.03191489,oscillating_sideways,False
68,MWG,2023-05-16,2023-05-29,10,38.450000,38.700000,0.11627907,0.00650195,0.02990897,oscillating_sideways,False
68,PNJ,2023-05-16,2023-05-29,10,74.500000,71.400000,0.60784314,-0.04161074,0.05771812,downtrend,False
68,SSI,2023-05-16,2023-05-29,10,22.900000,23.400000,0.22727273,0.02183406,0.04585153,oscillating_sideways,False
