role,trading_date,equity_vnd,available_cash_vnd,pending_cash_vnd,inventory_liquidation_value_vnd,realized_pnl_vnd,unrealized_pnl_vnd,benchmark_equity_vnd,selected_sector,selected_tickers
optimization,2024-06-24,1000701221,1000701221,0,0,701221,0,1115293218,securities,VND|SSI
optimization,2024-06-25,1000701221,1000701221,0,0,701221,0,1117049945,securities,VND|SSI
optimization,2024-06-26,1000701221,1000701221,0,0,701221,0,1118170272,securities,VND|SSI
optimization,2024-06-27,1000701221,1000701221,0,0,701221,0,1110009918,securities,VND|SSI
optimization,2024-06-28,1000701221,1000701221,0,0,701221,0,1097510407,securities,VND|SSI
optimization,2024-07-01,1000701221,1000701221,0,0,701221,0,1099752130,banks,TCB|MBB
optimization,2024-07-02,1000718807,993865982,0,6852825,701221,17586,1111376064,banks,TCB|MBB
optimization,2024-07-03,1000898357,993865982,0,7032375,701221,197136,1119519216,banks,TCB|MBB
optimization,2024-07-04,1000853468,993865982,6987486,0,853468,0,1122477551,banks,TCB|MBB
optimization,2024-07-05,1000853468,993865982,6987486,0,853468,0,1124819186,banks,TCB|MBB
optimization,2024-07-08,1000853468,1000853468,0,0,853468,0,1117550472,banks,TCB|MBB
optimization,2024-07-09,1000853468,1000853468,0,0,853468,0,1128610491,banks,TCB|MBB
optimization,2024-07-10,1000853468,1000853468,0,0,853468,0,1122876494,banks,TCB|MBB
optimization,2024-07-11,1000853468,1000853468,0,0,853468,0,1121244493,banks,TCB|MBB
optimization,2024-07-12,1000853468,1000853468,0,0,853468,0,1115875823,banks,TCB|MBB
optimization,2024-07-15,1000796240,994018229,0,6778011,853468,-57228,1109250383,banks,TCB|MBB
optimization,2024-07-16,1000811204,994018229,0,6792975,853468,-42264,1114166684,banks,TCB|MBB
optimization,2024-07-17,1001005715,994018229,6987486,0,1005715,0,1122296391,banks,TCB|MBB
optimization,2024-07-18,1001005715,994018229,6987486,0,1005715,0,1128152559,banks,TCB|MBB
optimization,2024-07-19,1001005715,1001005715,0,0,1005715,0,1133327734,banks,TCB|MBB
optimization,2024-07-22,1001005715,1001005715,0,0,1005715,0,1134664007,banks,TCB|MBB
optimization,2024-07-23,1001005715,1001005715,0,0,1005715,0,1107743649,banks,TCB|MBB
optimization,2024-07-24,1001005715,1001005715,0,0,1005715,0,1105315250,banks,TCB|MBB
optimization,2024-07-25,1001005715,1001005715,0,0,1005715,0,1094055358,banks,TCB|MBB
optimization,2024-07-26,1001005715,1001005715,0,0,1005715,0,1098940841,banks,TCB|MBB
optimization,2024-07-29,1001005715,1001005715,0,0,1005715,0,1096841059,banks,TCB|MBB
optimization,2024-07-30,1001005715,1001005715,0,0,1005715,0,1100219915,banks,TCB|MBB
optimization,2024-07-31,1001005715,1001005715,0,0,1005715,0,1109610029,banks,TCB|MBB
optimization,2024-08-01,1001023181,994140431,0,6882750,1005715,17466,1083507572,banks,TCB|VCB
optimization,2024-08-02,1001172806,994140431,0,7032375,1005715,167091,1097156861,banks,TCB|VCB
optimization,2024-08-05,999902372,934546172,0,65356200,1005715,-1103343,1049481062,banks,TCB|VCB
optimization,2024-08-06,1000145057,927876182,0,72268875,1005715,-860658,1068327345,banks,TCB|VCB
optimization,2024-08-07,999879377,921296327,0,78583050,1005715,-1126338,1060167175,banks,TCB|VCB
optimization,2024-08-08,998966660,921296327,19181922,58488411,-122786,-910554,1045057114,banks,TCB|VCB
optimization,2024-08-09,999265910,921296327,25481133,52488450,-403430,-330660,1065309420,banks,TCB|VCB
optimization,2024-08-12,999325760,940478249,6299211,52548300,-403430,-270810,1072945403,banks,TCB|VCB
optimization,2024-08-13,1000014035,946777460,26453700,26782875,-239105,253140,1067714304,banks,TCB|VCB
optimization,2024-08-14,999924260,946777460,53146800,0,-75740,0,1058737402,banks,TCB|VCB
optimization,2024-08-15,999924260,973231160,26693100,0,-75740,0,1051135914,banks,TCB|VCB
optimization,2024-08-16,999758450,973394525,0,26363925,-75740,-165810,1083967617,banks,TCB|VCB
optimization,2024-08-19,999967925,973394525,0,26573400,-75740,43665,1087424441,banks,TCB|VCB
optimization,2024-08-20,1000386875,973394525,26992350,0,386875,0,1102745406,banks,TCB|VCB
optimization,2024-08-21,1000386875,973394525,26992350,0,386875,0,1115578724,banks,TCB|VCB
optimization,2024-08-22,1000386875,1000386875,0,0,386875,0,1115985097,banks,TCB|VCB
optimization,2024-08-23,1000386875,1000386875,0,0,386875,0,1120354256,banks,TCB|VCB
optimization,2024-08-26,1000386875,1000386875,0,0,386875,0,1125250618,banks,TCB|VCB
optimization,2024-08-27,1000386875,1000386875,0,0,386875,0,1119073561,banks,TCB|VCB
optimization,2024-08-28,1000386875,1000386875,0,0,386875,0,1125586590,banks,TCB|VCB
optimization,2024-08-29,1000386875,1000386875,0,0,386875,0,1129817768,banks,TCB|VCB
optimization,2024-08-30,1000386875,1000386875,0,0,386875,0,1130501149,banks,TCB|VCB
optimization,2024-09-04,1000415321,966300821,0,34114500,386875,28446,1112238328,banks,TCB|VCB
optimization,2024-09-05,1000086146,966300821,0,33785325,386875,-300729,1103090633,banks,TCB|VCB
optimization,2024-09-06,1000116071,966300821,0,33815250,386875,-270804,1106248972,banks,TCB|VCB
optimization,2024-09-09,1000143212,939380501,0,60762711,386875,-243663,1100892442,banks,TCB|VCB
optimization,2024-09-10,999173453,932590331,0,66583122,386875,-1213422,1086394287,banks,TCB|VCB
optimization,2024-09-11,998471801,899270426,0,99201375,386875,-1915074,1084155519,banks,TCB|VCB
optimization,2024-09-12,999638876,899270426,0,100368450,386875,-747999,1089880517,banks,TCB|VCB
optimization,2024-09-13,999848351,899270426,26842725,73735200,579685,-731334,1088911611,banks,TCB|VCB
optimization,2024-09-16,999384512,899270426,33620736,66493350,687706,-1303194,1082247201,banks,TCB|VCB
optimization,2024-09-17,1000671284,926113151,6778011,67780122,687706,-16422,1104680767,banks,TCB|VCB
optimization,2024-09-18,1001259812,932891162,61485900,6882750,1272391,-12579,1114699383,banks,TCB|VCB
optimization,2024-09-19,1001319662,932891162,61485900,6942600,1272391,47271,1118180476,banks,TCB|VCB
optimization,2024-09-20,1001364548,994377062,6987486,0,1364548,0,1128925879,banks,TCB|VCB
optimization,2024-09-23,1001364548,994377062,6987486,0,1364548,0,1129454733,banks,TCB|VCB
optimization,2024-09-24,1001364548,1001364548,0,0,1364548,0,1136451727,banks,TCB|VCB
optimization,2024-09-25,1001364548,1001364548,0,0,1364548,0,1157254317,banks,TCB|VCB
optimization,2024-09-26,1001364548,1001364548,0,0,1364548,0,1160526282,banks,TCB|VCB
optimization,2024-09-27,1001364548,1001364548,0,0,1364548,0,1165440256,banks,TCB|VCB
optimization,2024-09-30,1001364548,1001364548,0,0,1364548,0,1170582791,banks,TCB|VCB
optimization,2024-10-01,1001364548,1001364548,0,0,1364548,0,1173749177,securities,SSI|VND
optimization,2024-10-02,1001364548,1001364548,0,0,1364548,0,1169797904,securities,SSI|VND
optimization,2024-10-03,1001301719,996872819,0,4428900,1364548,-62829,1162506179,securities,SSI|VND
optimization,2024-10-04,1001256830,996872819,0,4384011,1364548,-107718,1152730298,securities,SSI|VND
optimization,2024-10-07,1001346605,996872819,0,4473786,1364548,-17943,1159715580,securities,SSI|VND
optimization,2024-10-08,1001316680,996872819,0,4443861,1364548,-47868,1158938927,securities,SSI|VND
optimization,2024-10-09,1001418641,988685555,4563561,8169525,1436380,-17739,1168217490,securities,SSI|VND
optimization,2024-10-10,1001493452,988685555,4563561,8244336,1436380,57072,1171979237,securities,SSI|VND
optimization,2024-10-11,1001463527,993249116,0,8214411,1436380,27147,1172726751,securities,SSI|VND
optimization,2024-10-14,1001598191,993249116,8349075,0,1598191,0,1174317720,securities,SSI|VND
optimization,2024-10-15,1001535362,988757387,8349075,4428900,1598191,-62829,1166542299,securities,SSI|VND
optimization,2024-10-16,1001380280,984502583,0,16877697,1598191,-217911,1162176429,securities,SSI|VND
optimization,2024-10-17,1001634644,984502583,0,17132061,1598191,36453,1174168725,securities,SSI|VND
optimization,2024-10-18,1001574791,984502583,0,17072208,1598191,-23400,1169616740,securities,SSI|VND
optimization,2024-10-21,1001350358,984502583,0,16847775,1598191,-247833,1160639123,securities,SSI|VND
optimization,2024-10-22,1001260580,984502583,0,16757997,1598191,-337611,1154942195,securities,SSI|VND
optimization,2024-10-23,1001290508,984502583,0,16787925,1598191,-307683,1154536080,securities,SSI|VND
optimization,2024-10-24,1001081033,984502583,0,16578450,1598191,-517158,1137488592,securities,SSI|VND
optimization,2024-10-25,1001066069,984502583,16563486,0,1066069,0,1136349659,securities,SSI|VND
optimization,2024-10-28,1001066069,984502583,16563486,0,1066069,0,1143806227,securities,SSI|VND
optimization,2024-10-29,1001066069,1001066069,0,0,1066069,0,1148166703,securities,SSI|VND
optimization,2024-10-30,1001066069,1001066069,0,0,1066069,0,1144444995,securities,SSI|VND
optimization,2024-10-31,1001066069,1001066069,0,0,1066069,0,1152335096,securities,SSI|VND
optimization,2024-11-01,1001019605,993179255,0,7840350,1066069,-46464,1138727195,securities,VND|SSI
optimization,2024-11-04,1001076038,981086141,0,19989897,1066069,9969,1129000623,securities,VND|SSI
optimization,2024-11-05,1001031149,981086141,0,19945008,1066069,-34920,1129145147,securities,VND|SSI
optimization,2024-11-06,1001225663,981086141,12224361,7915161,1197316,28347,1144626886,securities,VND|SSI
optimization,2024-11-07,1001270552,981086141,20184411,0,1270552,0,1142297143,securities,VND|SSI
optimization,2024-11-08,1001270552,993310502,7960050,0,1270552,0,1133895611,securities,VND|SSI
optimization,2024-11-11,1001117939,978045764,0,23072175,1270552,-152613,1118723671,securities,VND|SSI
optimization,2024-11-12,1001117939,978045764,0,23072175,1270552,-152613,1113523878,securities,VND|SSI
optimization,2024-11-13,1000890800,966132920,0,34757880,1270552,-379752,1115905163,securities,VND|SSI
optimization,2024-11-14,999856496,961911596,0,37944900,1270552,-1414056,1096011439,securities,VND|SSI
optimization,2024-11-15,999166556,957750362,29117019,12299175,-453626,-379818,1077963929,securities,VND|SSI
optimization,2024-11-18,999344681,953649218,29117019,16578444,-453626,-201693,1080420568,securities,VND|SSI
optimization,2024-11-19,999165137,982766237,0,16398900,-453626,-381237,1068906171,securities,VND|SSI
optimization,2024-11-20,999314762,982766237,4159575,12388950,-395195,-290043,1082744808,securities,VND|SSI
optimization,2024-11-21,999404537,982766237,4159575,12478725,-395195,-200268,1097717442,securities,VND|SSI
optimization,2024-11-22,999224987,986925812,0,12299175,-395195,-379818,1094364357,securities,VND|SSI
optimization,2024-11-25,999224987,986925812,12299175,0,-775013,0,1099179859,securities,VND|SSI
