trial_id,fold_id,sample_role,ticker,sector,signal_date,entry_date,exit_date,exit_reason,exit_session_offset,entry_price_vnd,exit_price_vnd,target_vnd,downside_vnd,grid_distance_fraction,gap_down_exit,target_first,net_pnl_vnd,net_return,double_cost_net_pnl_vnd,double_cost_net_return,residual_z5,residual_1,residual_5,residual_slope20,downside_semivol20,residual_ar1_20,ticker_return5,market_return5,atr20_fraction,log_median_value60,predicted_probability,base_probability,estimated_ev_vnd,selected,selection_rank
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_05,oos,VND,securities,2023-09-28,2023-09-29,2023-10-03,downside_touch,2,21300,20661,21939,20661,0.03,False,False,-74360,-0.03484051188752081,-84816,-0.039661519123720596,-1.7011889058663745,-0.043652340985538024,-0.07612384071553879,-0.0007975315746987137,0.014941266945821144,-0.11382496305488685,-0.13208651892129297,-0.03094949858279751,0.04795837574934962,26.091016153132802,0.6434269815676853,0.5487012987012987,3869.80489676875,True,1
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_05,oos,HPG,materials,2023-09-28,2023-09-29,2023-10-03,downside_touch,2,26800,25996,27604,25996,0.03,False,False,-93517,-0.03482524628331351,-106733,-0.03966666518009119,-0.9556606055308059,0.004313831846889075,-0.028381479212047082,-0.0001731809014288502,0.008987976208013039,-0.19663264866945349,-0.06343516770788737,-0.03857742649539813,0.03383458646616541,26.263039252805594,0.6364222731970673,0.5487012987012987,2506.1411018607905,True,2
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_05,oos,TCB,banks,2023-10-10,2023-10-11,2023-10-16,downside_touch,3,32650,31865,33435,31865,0.02402930402930403,False,False,-94562,-0.028904783738346325,-110722,-0.033776221322989956,-0.9083845156532412,0.008685407916508821,-0.02497272438975702,3.0294087348070347e-05,0.008604598619219805,-0.028954329140376028,0.00023696074825230173,0.03739298484938801,0.02402930402930403,24.94057944567589,0.6475404246819011,0.5487012987012987,4670.602467556797,True,1
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_07,oos,SSI,securities,2024-01-22,2024-01-23,2024-01-31,target,6,34000,34663,34663,33337,0.0194964583771653,False,True,49135,0.014422612637126362,31876,0.009337914993218323,-1.4741097862312715,0.0019581759151292245,-0.02647463943089697,-3.386041479280357e-05,0.008926923859587299,-0.04734324934126855,0.028546597139390006,0.0312509087609851,0.0194964583771653,26.387330039353998,0.9258636923037977,0.5890909090909091,47626.22702654355,True,1
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_07,oos,FPT,technology,2024-01-22,2024-01-23,2024-02-01,target,7,96100,97541,97541,94658,0.015,False,True,95605,0.009928631825084104,47119,0.004883577781695502,-1.2018405036089967,-0.0022211284269374005,-0.017993536937590687,-0.00010790989712003437,0.00647422484062385,0.04642249630053162,0.01046031934002234,0.03326049518313707,0.01269511954159257,25.126277610258576,0.8029928719849458,0.5890909090909091,27206.635185792504,True,2
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_07,oos,MWG,consumer_retail,2024-01-26,2024-01-29,2024-02-01,target,3,44950,46008,46008,43892,0.023544384346166083,False,True,83058,0.018441162482853924,60221,0.013343901326789863,-0.9373285539243932,-0.011912881006591916,-0.031071966020049024,0.0002538469754461497,0.009974168677427817,0.06545641916063066,-0.02472538346100772,0.0067803004077816465,0.023544384346166083,25.812494065225376,0.7371046735730145,0.5890909090909091,16256.841612324879,True,1
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_07,oos,HPG,materials,2024-01-31,2024-02-01,2024-02-05,target,2,27750,28166,28166,27334,0.015,False,True,27597,0.009924961293837763,13598,0.004880599741649089,-0.8051930371259193,0.0010749095417201624,-0.014860222908878023,0.0003780925383213294,0.006994743040396555,-0.0516844835076311,-0.017734427432067656,-0.0025106094261549963,0.014157014157014156,26.368945295884398,0.8846789254633034,0.5890909090909091,40781.83446240958,True,1
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_07,oos,VPB,banks,2024-02-02,2024-02-05,2024-02-05,target,0,18850,19156,19156,18544,0.016210739614994935,False,True,21084,0.011163062567472622,11571,0.006113937674928311,-2.381624678862266,-0.02280386462487234,-0.055133836203576175,-0.0008127496819330226,0.008572913664114307,0.3423368643401091,-0.048923432305792436,0.008584268194575362,0.016210739614994935,25.33422471110353,0.7570597269079601,0.5890909090909091,19573.121614383996,True,1
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_07,oos,VND,securities,2024-02-06,2024-02-07,2024-02-07,target,0,22150,22563,22563,21737,0.01863822452057746,False,True,30138,0.013579198927289243,18878,0.008488874259617996,-0.7686148071969675,-0.005986152166828169,-0.016266847995438028,0.00021182897219689081,0.008849847725718911,-0.2588788399237438,0.011561062422316803,0.018385314433452656,0.01863822452057746,25.962621052132896,0.8500717854145259,0.5890909090909091,35030.56111095036,True,1
TRIAL6-HSX-POOLED-MEAN-REVERSION-EDGE,wf_07,oos,VCB,banks,2024-02-06,2024-02-07,2024-02-21,target,5,90000,91571,91571,88429,0.017451449853684492,False,True,111612,0.012376570565979822,66133,0.007318813899073121,-1.1195067102812757,-0.00608867950573378,-0.026533978137075406,-0.0006998321762509889,0.00718213371270379,-0.25712211473818136,-0.01609314789706029,0.021458004468938998,0.017451449853684492,24.740586616064146,0.6453384726906238,0.5890909090909091,1006.4480532018206,True,2
