trial_id,fold_id,ticker,sector,signal_date,entry_date,exit_date,residual_z5,residual_1,market_return5,atr20_fraction,grid_step_fraction,initial_buy_vnd,initial_target_vnd,lower_buy_vnd,lower_target_vnd,hard_lower_vnd,lower_level_filled,target_sale_count,risk_exit,gap_risk_exit,time_exit,buy_count,sell_count,normal_target_gain_vnd,risk_time_loss_vnd,net_pnl_vnd,net_return,double_cost_net_pnl_vnd,double_cost_net_return,selected,selection_rank
TRIAL7-HSX-CONFIRMED-EPISODIC-GRID,wf_04,VND,securities,2023-07-11,2023-07-12,2023-07-14,-2.530596883695149,0.00039592320532508274,0.018333734096036863,0.037243947858472994,0.03,18000,18550,17450,18000,16500,False,1,False,False,False,1,1,45864,0,45864,0.025429127617471934,36630,0.020268868224689505,True,1
TRIAL7-HSX-CONFIRMED-EPISODIC-GRID,wf_04,HPG,materials,2023-08-04,2023-08-07,2023-08-14,-1.1096440401848209,0.014660191830032313,-0.00874553667164742,0.022895447027074082,0.022895447027074082,27550,28200,26900,27550,25750,False,1,False,False,False,1,1,51018,0,51018,0.018481200202134732,37041,0.013391186711269008,True,1
TRIAL7-HSX-CONFIRMED-EPISODIC-GRID,wf_05,PNJ,consumer_retail,2023-09-15,2023-09-18,2023-09-20,-1.3487042681189567,0.0023447777860673854,0.008876632038536648,0.02176202176202176,0.02176202176202176,80900,82700,79100,80900,75900,False,1,False,False,False,1,1,139094,0,139094,0.017159089633402628,97998,0.0120651620692126,True,1
TRIAL7-HSX-CONFIRMED-EPISODIC-GRID,wf_05,TCB,banks,2023-09-20,2023-09-21,2023-09-27,-0.8008093015807567,0.0071837851817404584,-0.0011091238725727927,0.021210230817217717,0.021210230817217717,34350,35100,33600,34350,32300,True,0,True,True,False,2,2,0,-417974,-417974,-0.061030058735594625,-450943,-0.06571285970862645,True,1
TRIAL7-HSX-CONFIRMED-EPISODIC-GRID,wf_05,VND,securities,2023-09-27,2023-09-28,2023-10-03,-1.1784350875417504,0.02517355049460175,-0.04940201008071506,0.045112781954887216,0.03,21700,22400,21050,21700,19900,False,0,True,False,False,1,1,0,-190330,-190330,-0.08753392382207706,-200657,-0.09209869845418198,True,1
TRIAL7-HSX-CONFIRMED-EPISODIC-GRID,wf_05,HPG,materials,2023-09-28,2023-09-29,2023-10-04,-0.9556606055308059,0.004313831846889075,-0.03857742649539813,0.03383458646616541,0.03,26800,27650,26000,26800,24550,False,0,True,True,False,1,1,0,-242644,-242644,-0.09035936844817866,-255386,-0.09491264139191036,True,1
TRIAL7-HSX-CONFIRMED-EPISODIC-GRID,wf_07,VND,securities,2024-01-22,2024-01-23,2024-02-06,-1.759709110376577,0.006837085415153977,0.032095571195929144,0.021585855298839354,0.021585855298839354,22000,22500,21500,22000,20650,False,1,False,False,False,1,1,38876,0,38876,0.017635621814895832,27754,0.012565153949620768,True,1
TRIAL7-HSX-CONFIRMED-EPISODIC-GRID,wf_08,VCB,banks,2024-03-06,2024-03-07,2024-03-28,-0.7504022780838706,0.006571809865419493,0.02033836324130907,0.021418609284718074,0.021418609284718074,95900,98000,93800,95900,90000,False,0,False,False,True,1,1,0,-67905,-67905,-0.007066671162362038,-115801,-0.012027025469135626,True,1
TRIAL7-HSX-CONFIRMED-EPISODIC-GRID,wf_08,MWG,consumer_retail,2024-03-12,2024-03-13,2024-03-20,-1.0007230717983695,0.0021281249563299964,-0.02464780332634246,0.028826075884899417,0.028826075884899417,46800,48150,45450,46800,43000,False,1,False,False,False,1,1,111245,0,111245,0.023723040618016715,87395,0.018599611726853545,True,1
TRIAL7-HSX-CONFIRMED-EPISODIC-GRID,wf_08,SSI,securities,2024-03-22,2024-03-25,2024-03-28,-1.3237349104364642,4.8949664759620135e-05,0.026595645842960505,0.028722600151171583,0.028722600151171583,37850,38950,36750,37850,34800,False,1,False,False,False,1,1,90787,0,90787,0.023938057997458195,71479,0.018809441482293143,True,1
TRIAL7-HSX-CONFIRMED-EPISODIC-GRID,wf_08,HPG,materials,2024-03-26,2024-03-27,2024-04-15,-1.1517540932831298,0.0020388615699805344,0.05710184287744455,0.024627854415088458,0.024627854415088458,30900,31700,30150,30900,28750,True,0,True,False,False,2,2,0,-404360,-404360,-0.06588680947247536,-434013,-0.07057703781433688,True,1
TRIAL7-HSX-CONFIRMED-EPISODIC-GRID,wf_08,VND,securities,2024-04-02,2024-04-03,2024-04-15,-0.792201215537063,0.008111128871315824,0.012369510881949881,0.03452896310039167,0.03,23150,23850,22450,23150,21200,False,0,True,False,False,1,1,0,-206071,-206071,-0.08883618991289294,-216942,-0.09333841597210629,True,1
TRIAL7-HSX-CONFIRMED-EPISODIC-GRID,wf_09,SSI,securities,2024-05-06,2024-05-07,2024-05-20,-1.4201161474472148,0.006160032152201508,0.03292436654312509,0.030454818673612504,0.03,35800,36900,34750,35800,32800,False,1,False,False,False,1,1,91807,0,91807,0.025593134203452134,73517,0.020453483813906877,True,1
TRIAL7-HSX-CONFIRMED-EPISODIC-GRID,wf_09,VCB,banks,2024-05-23,2024-05-24,2024-06-11,-0.7740270567864534,0.006596949334471952,-0.0165697899310048,0.014599686028257458,0.015,91000,92400,89600,91000,87100,False,0,True,False,False,1,1,0,-434421,-434421,-0.047642987031403045,-478634,-0.052387437671203414,True,1
TRIAL7-HSX-CONFIRMED-EPISODIC-GRID,wf_10,SSI,securities,2024-07-18,2024-07-19,2024-07-24,-0.8191517842803845,0.0037608185817788846,-0.0016328643213993329,0.018437651625424552,0.018437651625424552,34700,35350,34050,34700,32850,False,0,True,False,False,1,1,0,-201716,-201716,-0.05801591529025214,-218628,-0.06275345013662771,True,1
TRIAL7-HSX-CONFIRMED-EPISODIC-GRID,wf_10,SSI,securities,2024-08-02,2024-08-05,2024-08-12,-0.9201981426334312,0.024582674803228795,0.003777496031391227,0.026590476190476192,0.026590476190476192,30650,31500,29850,30650,28350,True,2,False,False,False,2,2,89223,0,89223,0.014609604124479073,58253,0.009519392659708798,True,1
TRIAL7-HSX-CONFIRMED-EPISODIC-GRID,wf_11,VPB,banks,2024-09-06,2024-09-09,2024-09-18,-1.3158843053246498,0.0067756028334959445,-0.015174946472435794,0.016776358239772873,0.016776358239772873,18400,18750,18050,18400,17550,True,2,False,False,False,2,2,31617,0,31617,0.008609590719712441,13139,0.0035707637096916655,True,1
TRIAL7-HSX-CONFIRMED-EPISODIC-GRID,wf_12,MWG,consumer_retail,2024-11-13,2024-11-14,2024-11-18,-1.8271193057803168,0.01799381307849365,-0.015280649935804445,0.018693745672744056,0.018693745672744056,61500,62700,60300,61500,58200,False,0,True,False,False,1,1,0,-359773,-359773,-0.058382624753948585,-389439,-0.06307145698290148,True,1
TRIAL7-HSX-CONFIRMED-EPISODIC-GRID,wf_12,MBB,banks,2024-11-13,2024-11-14,2024-12-05,-1.1062660250955467,0.0003743228264119628,-0.018428535269411805,0.015971606033717837,0.015971606033717837,24100,24500,23700,24100,23000,True,2,False,False,False,2,2,30845,0,30845,0.00640654042455351,6695,0.0013877865250592374,True,2
TRIAL7-HSX-CONFIRMED-EPISODIC-GRID,wf_12,VND,securities,2024-12-05,2024-12-06,2024-12-19,-1.801142974310399,0.003749527266932652,0.03532002814606493,0.024583118445934332,0.024583118445934332,13900,14250,13550,13900,12950,False,0,True,False,False,1,1,0,-101622,-101622,-0.07296311134661032,-108342,-0.07763257269052018,True,1
TRIAL7-HSX-CONFIRMED-EPISODIC-GRID,wf_13,MWG,consumer_retail,2025-01-07,2025-01-08,2025-01-21,-0.7559569985421056,0.021915391455870167,-0.043698862236645125,0.018930864815278125,0.018930864815278125,57100,58200,56000,57100,54000,False,1,False,False,False,1,1,81088,0,81088,0.014172583998969495,52282,0.009119727074523356,True,1
TRIAL7-HSX-CONFIRMED-EPISODIC-GRID,wf_13,VPB,banks,2025-01-15,2025-01-16,2025-01-23,-0.7583975067838735,0.010407418742644843,-0.01545449575474683,0.014492753623188406,0.015,18500,18800,18200,18500,17700,False,1,False,False,False,1,1,20726,0,20726,0.011181026241910669,11355,0.0061135324157202044,True,1
TRIAL7-HSX-CONFIRMED-EPISODIC-GRID,wf_14,VPB,banks,2025-03-07,2025-03-10,2025-03-12,-1.7130247063052184,0.0027544535354098493,0.027409470178298954,0.01583178726035869,0.01583178726035869,19400,19750,19050,19400,18550,False,1,False,False,False,1,1,25153,0,25153,0.012939371741107621,15409,0.00791127704820904,True,1
TRIAL7-HSX-CONFIRMED-EPISODIC-GRID,wf_14,FPT,technology,2025-03-13,2025-03-14,2025-03-18,-0.9010085520985285,0.010740573348840526,-0.029455031973003774,0.014791557648700505,0.015,135600,137700,133500,135600,129700,False,0,True,False,False,1,1,0,-616159,-616159,-0.04534865663512951,-682306,-0.05011678511179515,True,1
TRIAL7-HSX-CONFIRMED-EPISODIC-GRID,wf_14,MWG,consumer_retail,2025-03-21,2025-03-24,2025-03-26,-0.7586883880330468,0.003370106959843049,-0.0002685412628586157,0.020769170022901365,0.020769170022901365,59800,61100,58500,59800,56300,False,1,False,False,False,1,1,99659,0,99659,0.016632081514372392,69422,0.011562705801739452,True,1
TRIAL7-HSX-CONFIRMED-EPISODIC-GRID,wf_14,VPB,banks,2025-03-24,2025-03-25,2025-04-03,-1.1697499099750006,0.0006043570235187484,0.0014553823064963464,0.01870748299319728,0.01870748299319728,19650,20050,19250,19650,18600,False,0,True,True,False,1,1,0,-154397,-154397,-0.07841594678176021,-163792,-0.08302089157033221,True,1
