partition,fold_id,ridge_penalty,train_observations,target_intercept,target_residual_z5,target_residual_1,target_residual_slope20,target_downside_semivol20,target_residual_ar1_20,target_market_return20,target_close_minus_sma50_fraction,target_sma20_minus_sma50_fraction,target_atr20_fraction,target_log_median_value60,capture_intercept,capture_residual_z5,capture_residual_1,capture_residual_slope20,capture_downside_semivol20,capture_residual_ar1_20,capture_market_return20,capture_close_minus_sma50_fraction,capture_sma20_minus_sma50_fraction,capture_atr20_fraction,capture_log_median_value60,loss_intercept,loss_residual_z5,loss_residual_1,loss_residual_slope20,loss_downside_semivol20,loss_residual_ar1_20,loss_market_return20,loss_close_minus_sma50_fraction,loss_sma20_minus_sma50_fraction,loss_atr20_fraction,loss_log_median_value60
in_sample,wf_01,10,258,0.33720930232558094,-0.029423227784261444,0.04332665364310408,-0.058401033358663076,-0.1106364246545557,0.05074902436326854,0.018045928595941278,0.07485520441397031,-0.06492155146924664,0.2643828932690243,-0.17907427936003273,0.012859579049407516,-0.0011909667798140435,0.0008711174676282554,-0.001586822688567267,-0.002538392739845667,0.002777878108116155,-0.0024775884113758164,0.006031747526819431,-0.004279382795501004,0.009402418744759309,-0.00558338144737554,0.05548881135950089,0.00385204510647823,-0.0007190588058501237,-0.0014595299207409334,0.007685682946789358,-0.003785762255697091,0.0043901750682928085,-0.017595253071481482,0.005948483263667215,-0.00732395006449006,0.015560187031742665
in_sample,wf_01,100,258,0.3372093023255811,0.003623803143014816,0.026086294429615634,-0.03831099210551124,-0.004151047366690323,0.037195614456445286,0.020638903818133734,0.03975227445994012,-0.03028918981417467,0.1313791169413979,-0.12071167739423515,0.01285957904940752,0.0004453109881086679,0.0005342411622549284,-0.0009343620172934449,0.0005237145008711453,0.0021947477848968415,-0.00032830651558966547,0.002113317567394024,-0.0021662305411808474,0.004951306231254431,-0.003912278182270609,0.05548881135950088,-0.00047126600483519244,-0.0006274201579716828,-0.00041999930455690476,0.0028883150295853097,-0.0027544250201793144,-0.000974956847441511,-0.00799832251317981,0.0018685162267046856,-0.001834278195567075,0.011617706433957943
in_sample,wf_02,10,485,0.4659793814432991,-0.004593547856359768,0.014228915404040506,0.035289658088228926,-0.09055800069491556,0.049142021880780165,-0.023481195645545405,0.017561604016505215,0.09835898371199009,0.26439262380240414,-0.19211082980867747,0.015144866414287654,-0.000592565818871954,5.054582414380055e-05,0.0005490159882210353,-0.001741524760759811,0.0020787290648090345,-0.0037679118080827315,0.004720552171766709,-0.00020458298307320186,0.009008408023250002,-0.005938374529973465,0.04381151570306389,-0.0003531189911580332,0.0003558277875199761,-0.004573590988041208,0.005919160756854173,-0.0016696544296709282,0.002323367484039607,-0.004517079832808807,-0.010192851815970204,-0.01162822140296906,0.017831222602823705
in_sample,wf_02,100,485,0.46597938144329903,0.01790125920494444,0.013687650757537204,0.011802597812129336,-0.027388123824726468,0.02293998175532687,-0.012102823918258832,0.025986444635422844,0.05820032447309073,0.16929608012493474,-0.13509743012880088,0.015144866414287654,0.0005743440659194358,6.91121753249786e-05,0.00018884153032063994,-0.00011282797607780498,0.001386195841469453,-0.0019329182985739321,0.00240802096396115,1.022246992711355e-05,0.006012565895923732,-0.004236896218887539,0.04381151570306389,-0.0019137678694559311,-6.051042671623701e-06,-0.002226391756180746,0.002975985594251257,-0.00030304861730056927,0.0005586640197597041,-0.004352241782410791,-0.006584074583999049,-0.006502384078078374,0.013333712412030041
in_sample,wf_03,10,827,0.49576783555018156,0.02083080223030699,0.013888927167359452,0.02180432186539296,-0.13295195644421884,-0.003879019443297711,0.06794686148440257,-0.04943692981292259,-0.028405696249489645,0.20686594253866658,-0.10253905302941643,0.01499407868755934,0.0006683708855374464,-0.0002089358277285203,0.00011682331991120848,-0.0039705050485787236,0.00027873458113496284,-0.0004478143399909027,0.001725005163520553,-0.0035495034224930708,0.008882033276188448,-0.003251155466487575,0.035591449936248604,-0.00021360872246428643,0.000597273843076392,-0.0028383893505944556,0.009699904697744888,0.004107556310963281,-0.0025287578887850408,-0.0011787662226727543,0.0010371234297245728,-0.00783700821730532,0.010548876076069216
in_sample,wf_03,100,827,0.49576783555018156,0.026044490894992712,0.01308360190891687,0.016574234937684004,-0.08023683886646549,-0.017686664285939842,0.044396999798237365,-0.023740966662992156,-0.0340184700229631,0.1514979688742536,-0.07620584865198443,0.014994078687559339,0.0011624852348694672,-0.00016591074406392084,0.0001859063589194643,-0.0023066575056222664,-9.728842456843935e-05,-0.00034759904840204813,0.000959598926894175,-0.0027149697714098898,0.00680878111939846,-0.0023011460218680755,0.03559144993624861,-0.001036359938868624,0.0004449260246260349,-0.002140283418782863,0.006913798000126075,0.004395289570731723,-0.002078091787460007,-0.0013699275807986316,0.0010519250362473103,-0.00496313230724416,0.008563440624224199
in_sample,wf_04,10,1141,0.5758106923751096,0.0483073091582215,-0.007794318984711142,0.019195141418961198,-0.0625166256642355,-0.015133933469492227,0.06631475924497537,-0.032459490218942184,-0.03162933327224983,0.04922256078505241,-0.05188110582376557,0.015153835087390292,0.0005828207611926852,-0.0007913817873481818,0.00023431599453653998,-0.0019650708525066644,-0.00024004512683601634,-0.0006342761363552461,0.002733657785971347,-0.0037468347934855603,0.005778602425162071,-0.0016970571679328756,0.027743622421108834,-0.001171890861076986,0.0012333864675060278,-0.0029386528115250094,0.0048913350839417885,0.00372966753489634,-0.003127483428241819,-0.000628173262899274,0.00020863959843688755,0.002649990145359614,0.0060445805337588044
in_sample,wf_04,100,1141,0.5758106923751096,0.042453044067551446,-0.005944991135897809,0.020069691333441962,-0.04721725443085817,-0.018622600366637498,0.0525730244471593,-0.01843804984236215,-0.03318590181094032,0.03427045975378027,-0.045293427291625624,0.015153835087390292,0.0009047928826337579,-0.0006932149835245963,0.0003387227128173138,-0.0012072970411798108,-0.0003956896309678848,-0.0003794739895868884,0.0017634084099114918,-0.0028845034731832826,0.0047506600524437155,-0.0012943291257426443,0.027743622421108838,-0.0012288947735181032,0.0010347553025098456,-0.002568852979131595,0.004380679046892759,0.0035903566457489147,-0.0028437328935546407,-0.0008867875963892388,0.0003510291735468365,0.002922684806194795,0.005536120618426595
in_sample,wf_05,10,1331,0.6063110443275732,0.05213961252470788,-0.009703646183158924,0.024822352713575427,-0.03982972367430454,0.0013968121257157016,0.06801584229809926,-0.03733734682959701,-0.0054443621645144154,0.011598861397257833,-0.034375043143353205,0.01566269530880317,0.0002818325907001267,-0.0006647419932368621,0.0009235632192393735,-0.0008766154755123552,0.0002905194371871734,-0.0005791822449716688,0.002666947660340378,-0.002821084965237429,0.004354505432915235,-0.0009974877246539352,0.02597531930024013,-0.0009371813537425574,0.0013968993769359565,-0.003810114736570183,0.00325266754173587,0.0023120225394357386,-0.003357004296148741,-0.00039178649354106,-0.0009681921300297015,0.003920032201876538,0.005461463157569044
in_sample,wf_05,100,1331,0.6063110443275732,0.044153114109363636,-0.007768202052259519,0.02458087246562998,-0.03215396556150701,-0.0015968958324816503,0.05546370447489178,-0.020642864035042657,-0.01255172163137583,0.0053623790149959615,-0.03177535332650691,0.01566269530880317,0.0005836165472317686,-0.000577165274787753,0.0009111898843745606,-0.0004908236880605445,0.00016635399105544726,-0.00032569435994682166,0.0018109876802624833,-0.002208251117799422,0.003762572930773241,-0.0007850708751004898,0.025975319300240128,-0.0009538265009145115,0.001196693624883236,-0.003334312737552319,0.003069261675875092,0.0022335125233405462,-0.0031034567657790596,-0.0007840532452047882,-0.000553158465253665,0.0038962912033321043,0.005113956883008493
